religion,industry,column,staff_category,breakdown,value
jews,VII. Ceramics (brick and tile manufacture),42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,VII. Ceramics (brick and tile manufacture),43,Operatives under 17 years,"Palestinian Jews, males",0
jews,VII. Ceramics (brick and tile manufacture),44,Operatives under 17 years,"Palestinian Jews, females",0
jews,VII. Ceramics (brick and tile manufacture),45,Operatives under 17 years,"Palestinian others, males",0
jews,VII. Ceramics (brick and tile manufacture),46,Operatives under 17 years,"Palestinian others, females",0
jews,VII. Ceramics (brick and tile manufacture),47,Operatives under 17 years,"non-Palestinian, males",0
jews,VII. Ceramics (brick and tile manufacture),48,Operatives under 17 years,"non-Palestinian, females",0
jews,VII. Ceramics (brick and tile manufacture),49,Operatives 17 years and over,"persons, total",13
jews,VII. Ceramics (brick and tile manufacture),50,Operatives 17 years and over,"persons, males",11
jews,VII. Ceramics (brick and tile manufacture),51,Operatives 17 years and over,"persons, females",2
jews,VII. Ceramics (brick and tile manufacture),52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,VII. Ceramics (brick and tile manufacture),53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,VII. Ceramics (brick and tile manufacture),54,Operatives 17 years and over,"Palestinian Jews, males",8
jews,VII. Ceramics (brick and tile manufacture),55,Operatives 17 years and over,"Palestinian Jews, females",1
jews,VII. Ceramics (brick and tile manufacture),56,Operatives 17 years and over,"Palestinian others, males",0
jews,VII. Ceramics (brick and tile manufacture),57,Operatives 17 years and over,"Palestinian others, females",0
jews,VII. Ceramics (brick and tile manufacture),58,Operatives 17 years and over,"non-Palestinian, males",3
jews,VII. Ceramics (brick and tile manufacture),59,Operatives 17 years and over,"non-Palestinian, females",1
jews,VIII. Chemical industries,2,total population engaged,persons,156
jews,VIII. Chemical industries,3,total population engaged,males,125
jews,VIII. Chemical industries,4,total population engaged,females,31
jews,VIII. Chemical industries,5,Directional & supervising staff — managers,"persons, total",6
jews,VIII. Chemical industries,6,Directional & supervising staff — managers,"persons, males",6
jews,VIII. Chemical industries,7,Directional & supervising staff — managers,"persons, females",0
jews,VIII. Chemical industries,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,VIII. Chemical industries,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,VIII. Chemical industries,10,Directional & supervising staff — managers,"Palestinian Jews, males",3
jews,VIII. Chemical industries,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,VIII. Chemical industries,12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,VIII. Chemical industries,13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,VIII. Chemical industries,14,Directional & supervising staff — managers,"non-Palestinian, males",3
jews,VIII. Chemical industries,15,Directional & supervising staff — managers,"non-Palestinian, females",0
jews,VIII. Chemical industries,16,Directional & supervising staff — supervising & technical,"persons, total",6
jews,VIII. Chemical industries,17,Directional & supervising staff — supervising & technical,"persons, males",5
jews,VIII. Chemical industries,18,Directional & supervising staff — supervising & technical,"persons, females",1
jews,VIII. Chemical industries,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,VIII. Chemical industries,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,VIII. Chemical industries,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",5
jews,VIII. Chemical industries,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",1
jews,VIII. Chemical industries,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,VIII. Chemical industries,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,VIII. Chemical industries,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
jews,VIII. Chemical industries,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,VIII. Chemical industries,27,Clerical staff — clerical,"persons, total",48
jews,VIII. Chemical industries,28,Clerical staff — clerical,"persons, males",41
jews,VIII. Chemical industries,29,Clerical staff — clerical,"persons, females",7
jews,VIII. Chemical industries,30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,VIII. Chemical industries,31,Clerical staff — clerical,"Palestinian Arabs, females",0
jews,VIII. Chemical industries,32,Clerical staff — clerical,"Palestinian Jews, males",31
jews,VIII. Chemical industries,33,Clerical staff — clerical,"Palestinian Jews, females",4
jews,VIII. Chemical industries,34,Clerical staff — clerical,"Palestinian others, males",0
jews,VIII. Chemical industries,35,Clerical staff — clerical,"Palestinian others, females",0
jews,VIII. Chemical industries,36,Clerical staff — clerical,"non-Palestinian, males",10
jews,VIII. Chemical industries,37,Clerical staff — clerical,"non-Palestinian, females",3
jews,VIII. Chemical industries,38,Operatives under 17 years,"persons, total",1
jews,VIII. Chemical industries,39,Operatives under 17 years,"persons, males",1
jews,VIII. Chemical industries,40,Operatives under 17 years,"persons, females",0
jews,VIII. Chemical industries,41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,VIII. Chemical industries,42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,VIII. Chemical industries,43,Operatives under 17 years,"Palestinian Jews, males",1
jews,VIII. Chemical industries,44,Operatives under 17 years,"Palestinian Jews, females",0
jews,VIII. Chemical industries,45,Operatives under 17 years,"Palestinian others, males",0
jews,VIII. Chemical industries,46,Operatives under 17 years,"Palestinian others, females",0
jews,VIII. Chemical industries,47,Operatives under 17 years,"non-Palestinian, males",0
jews,VIII. Chemical industries,48,Operatives under 17 years,"non-Palestinian, females",0
jews,VIII. Chemical industries,49,Operatives 17 years and over,"persons, total",95
jews,VIII. Chemical industries,50,Operatives 17 years and over,"persons, males",72
jews,VIII. Chemical industries,51,Operatives 17 years and over,"persons, females",23
jews,VIII. Chemical industries,52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,VIII. Chemical industries,53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,VIII. Chemical industries,54,Operatives 17 years and over,"Palestinian Jews, males",50
jews,VIII. Chemical industries,55,Operatives 17 years and over,"Palestinian Jews, females",8
jews,VIII. Chemical industries,56,Operatives 17 years and over,"Palestinian others, males",0
jews,VIII. Chemical industries,57,Operatives 17 years and over,"Palestinian others, females",0
jews,VIII. Chemical industries,58,Operatives 17 years and over,"non-Palestinian, males",22
jews,VIII. Chemical industries,59,Operatives 17 years and over,"non-Palestinian, females",15
jews,"IX. Food, drink and tobacco",2,total population engaged,persons,96
jews,"IX. Food, drink and tobacco",3,total population engaged,males,93
jews,"IX. Food, drink and tobacco",4,total population engaged,females,3
jews,"IX. Food, drink and tobacco",5,Directional & supervising staff — managers,"persons, total",13
jews,"IX. Food, drink and tobacco",6,Directional & supervising staff — managers,"persons, males",13
jews,"IX. Food, drink and tobacco",7,Directional & supervising staff — managers,"persons, females",0
jews,"IX. Food, drink and tobacco",8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,"IX. Food, drink and tobacco",9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,"IX. Food, drink and tobacco",10,Directional & supervising staff — managers,"Palestinian Jews, males",5
jews,"IX. Food, drink and tobacco",11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,"IX. Food, drink and tobacco",12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,"IX. Food, drink and tobacco",13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,"IX. Food, drink and tobacco",14,Directional & supervising staff — managers,"non-Palestinian, males",8
jews,"IX. Food, drink and tobacco",15,Directional & supervising staff — managers,"non-Palestinian, females",0
jews,"IX. Food, drink and tobacco",16,Directional & supervising staff — supervising & technical,"persons, total",7
jews,"IX. Food, drink and tobacco",17,Directional & supervising staff — supervising & technical,"persons, males",7
jews,"IX. Food, drink and tobacco",18,Directional & supervising staff — supervising & technical,"persons, females",0
jews,"IX. Food, drink and tobacco",19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,"IX. Food, drink and tobacco",20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,"IX. Food, drink and tobacco",21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",5
jews,"IX. Food, drink and tobacco",22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
jews,"IX. Food, drink and tobacco",23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,"IX. Food, drink and tobacco",24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,"IX. Food, drink and tobacco",25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",2
jews,"IX. Food, drink and tobacco",26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,"IX. Food, drink and tobacco",27,Clerical staff — clerical,"persons, total",12
jews,"IX. Food, drink and tobacco",28,Clerical staff — clerical,"persons, males",11
jews,"IX. Food, drink and tobacco",29,Clerical staff — clerical,"persons, females",1
jews,"IX. Food, drink and tobacco",30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,"IX. Food, drink and tobacco",31,Clerical staff — clerical,"Palestinian Arabs, females",0
jews,"IX. Food, drink and tobacco",32,Clerical staff — clerical,"Palestinian Jews, males",8
jews,"IX. Food, drink and tobacco",33,Clerical staff — clerical,"Palestinian Jews, females",0
jews,"IX. Food, drink and tobacco",34,Clerical staff — clerical,"Palestinian others, males",0
jews,"IX. Food, drink and tobacco",35,Clerical staff — clerical,"Palestinian others, females",0
jews,"IX. Food, drink and tobacco",36,Clerical staff — clerical,"non-Palestinian, males",3
jews,"IX. Food, drink and tobacco",37,Clerical staff — clerical,"non-Palestinian, females",1
jews,"IX. Food, drink and tobacco",38,Operatives under 17 years,"persons, total",0
jews,"IX. Food, drink and tobacco",39,Operatives under 17 years,"persons, males",0
jews,"IX. Food, drink and tobacco",40,Operatives under 17 years,"persons, females",0
jews,"IX. Food, drink and tobacco",41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,"IX. Food, drink and tobacco",42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,"IX. Food, drink and tobacco",43,Operatives under 17 years,"Palestinian Jews, males",0
jews,"IX. Food, drink and tobacco",44,Operatives under 17 years,"Palestinian Jews, females",0
jews,"IX. Food, drink and tobacco",45,Operatives under 17 years,"Palestinian others, males",0
jews,"IX. Food, drink and tobacco",46,Operatives under 17 years,"Palestinian others, females",0
jews,"IX. Food, drink and tobacco",47,Operatives under 17 years,"non-Palestinian, males",0
jews,"IX. Food, drink and tobacco",48,Operatives under 17 years,"non-Palestinian, females",0
jews,"IX. Food, drink and tobacco",49,Operatives 17 years and over,"persons, total",64
jews,"IX. Food, drink and tobacco",50,Operatives 17 years and over,"persons, males",62
jews,"IX. Food, drink and tobacco",51,Operatives 17 years and over,"persons, females",2
jews,"IX. Food, drink and tobacco",52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,"IX. Food, drink and tobacco",53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,"IX. Food, drink and tobacco",54,Operatives 17 years and over,"Palestinian Jews, males",40
jews,"IX. Food, drink and tobacco",55,Operatives 17 years and over,"Palestinian Jews, females",1
jews,"IX. Food, drink and tobacco",56,Operatives 17 years and over,"Palestinian others, males",0
jews,"IX. Food, drink and tobacco",57,Operatives 17 years and over,"Palestinian others, females",0
jews,"IX. Food, drink and tobacco",58,Operatives 17 years and over,"non-Palestinian, males",22
jews,"IX. Food, drink and tobacco",59,Operatives 17 years and over,"non-Palestinian, females",1
jews,X. Industries of dress and the toilet,2,total population engaged,persons,18
jews,X. Industries of dress and the toilet,3,total population engaged,males,17
jews,X. Industries of dress and the toilet,4,total population engaged,females,1
jews,X. Industries of dress and the toilet,5,Directional & supervising staff — managers,"persons, total",11
jews,X. Industries of dress and the toilet,6,Directional & supervising staff — managers,"persons, males",10
jews,X. Industries of dress and the toilet,7,Directional & supervising staff — managers,"persons, females",1
jews,X. Industries of dress and the toilet,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,X. Industries of dress and the toilet,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,X. Industries of dress and the toilet,10,Directional & supervising staff — managers,"Palestinian Jews, males",4
jews,X. Industries of dress and the toilet,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,X. Industries of dress and the toilet,12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,X. Industries of dress and the toilet,13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,X. Industries of dress and the toilet,14,Directional & supervising staff — managers,"non-Palestinian, males",6
jews,X. Industries of dress and the toilet,15,Directional & supervising staff — managers,"non-Palestinian, females",1
jews,X. Industries of dress and the toilet,16,Directional & supervising staff — supervising & technical,"persons, total",1
jews,X. Industries of dress and the toilet,17,Directional & supervising staff — supervising & technical,"persons, males",1
jews,X. Industries of dress and the toilet,18,Directional & supervising staff — supervising & technical,"persons, females",0
jews,X. Industries of dress and the toilet,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,X. Industries of dress and the toilet,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,X. Industries of dress and the toilet,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",1
jews,X. Industries of dress and the toilet,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
jews,X. Industries of dress and the toilet,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,X. Industries of dress and the toilet,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,X. Industries of dress and the toilet,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
jews,X. Industries of dress and the toilet,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,X. Industries of dress and the toilet,27,Clerical staff — clerical,"persons, total",0
jews,X. Industries of dress and the toilet,28,Clerical staff — clerical,"persons, males",0
jews,X. Industries of dress and the toilet,29,Clerical staff — clerical,"persons, females",0
jews,X. Industries of dress and the toilet,30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,X. Industries of dress and the toilet,31,Clerical staff — clerical,"Palestinian Arabs, females",0
jews,X. Industries of dress and the toilet,32,Clerical staff — clerical,"Palestinian Jews, males",0
jews,X. Industries of dress and the toilet,33,Clerical staff — clerical,"Palestinian Jews, females",0
jews,X. Industries of dress and the toilet,34,Clerical staff — clerical,"Palestinian others, males",0
jews,X. Industries of dress and the toilet,35,Clerical staff — clerical,"Palestinian others, females",0
jews,X. Industries of dress and the toilet,36,Clerical staff — clerical,"non-Palestinian, males",0
jews,X. Industries of dress and the toilet,37,Clerical staff — clerical,"non-Palestinian, females",0
jews,X. Industries of dress and the toilet,38,Operatives under 17 years,"persons, total",0
jews,X. Industries of dress and the toilet,39,Operatives under 17 years,"persons, males",0
jews,X. Industries of dress and the toilet,40,Operatives under 17 years,"persons, females",0
jews,X. Industries of dress and the toilet,41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,X. Industries of dress and the toilet,42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,X. Industries of dress and the toilet,43,Operatives under 17 years,"Palestinian Jews, males",0
jews,X. Industries of dress and the toilet,44,Operatives under 17 years,"Palestinian Jews, females",0
jews,X. Industries of dress and the toilet,45,Operatives under 17 years,"Palestinian others, males",0
jews,X. Industries of dress and the toilet,46,Operatives under 17 years,"Palestinian others, females",0
jews,X. Industries of dress and the toilet,47,Operatives under 17 years,"non-Palestinian, males",0
jews,X. Industries of dress and the toilet,48,Operatives under 17 years,"non-Palestinian, females",0
jews,X. Industries of dress and the toilet,49,Operatives 17 years and over,"persons, total",6
jews,X. Industries of dress and the toilet,50,Operatives 17 years and over,"persons, males",6
jews,X. Industries of dress and the toilet,51,Operatives 17 years and over,"persons, females",0
jews,X. Industries of dress and the toilet,52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,X. Industries of dress and the toilet,53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,X. Industries of dress and the toilet,54,Operatives 17 years and over,"Palestinian Jews, males",0
jews,X. Industries of dress and the toilet,55,Operatives 17 years and over,"Palestinian Jews, females",0
jews,X. Industries of dress and the toilet,56,Operatives 17 years and over,"Palestinian others, males",0
jews,X. Industries of dress and the toilet,57,Operatives 17 years and over,"Palestinian others, females",0
jews,X. Industries of dress and the toilet,58,Operatives 17 years and over,"non-Palestinian, males",6
jews,X. Industries of dress and the toilet,59,Operatives 17 years and over,"non-Palestinian, females",0
jews,XI. Furniture industries,2,total population engaged,persons,3
jews,XI. Furniture industries,3,total population engaged,males,3
jews,XI. Furniture industries,4,total population engaged,females,0
jews,XI. Furniture industries,5,Directional & supervising staff — managers,"persons, total",0
jews,XI. Furniture industries,6,Directional & supervising staff — managers,"persons, males",0
jews,XI. Furniture industries,7,Directional & supervising staff — managers,"persons, females",0
jews,XI. Furniture industries,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,XI. Furniture industries,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,XI. Furniture industries,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
jews,XI. Furniture industries,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,XI. Furniture industries,12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,XI. Furniture industries,13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,XI. Furniture industries,14,Directional & supervising staff — managers,"non-Palestinian, males",0
jews,XI. Furniture industries,15,Directional & supervising staff — managers,"non-Palestinian, females",0
jews,XI. Furniture industries,16,Directional & supervising staff — supervising & technical,"persons, total",0
jews,XI. Furniture industries,17,Directional & supervising staff — supervising & technical,"persons, males",0
jews,XI. Furniture industries,18,Directional & supervising staff — supervising & technical,"persons, females",0
jews,XI. Furniture industries,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,XI. Furniture industries,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,XI. Furniture industries,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
jews,XI. Furniture industries,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
jews,XI. Furniture industries,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,XI. Furniture industries,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,XI. Furniture industries,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
jews,XI. Furniture industries,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,XI. Furniture industries,27,Clerical staff — clerical,"persons, total",0
jews,XI. Furniture industries,28,Clerical staff — clerical,"persons, males",0
jews,XI. Furniture industries,29,Clerical staff — clerical,"persons, females",0
jews,XI. Furniture industries,30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,XI. Furniture industries,31,Clerical staff — clerical,"Palestinian Arabs, females",0
jews,XI. Furniture industries,32,Clerical staff — clerical,"Palestinian Jews, males",0
jews,XI. Furniture industries,33,Clerical staff — clerical,"Palestinian Jews, females",0
jews,XI. Furniture industries,34,Clerical staff — clerical,"Palestinian others, males",0
jews,XI. Furniture industries,35,Clerical staff — clerical,"Palestinian others, females",0
jews,XI. Furniture industries,36,Clerical staff — clerical,"non-Palestinian, males",0
jews,XI. Furniture industries,37,Clerical staff — clerical,"non-Palestinian, females",0
jews,XI. Furniture industries,38,Operatives under 17 years,"persons, total",0
jews,XI. Furniture industries,39,Operatives under 17 years,"persons, males",0
jews,XI. Furniture industries,40,Operatives under 17 years,"persons, females",0
jews,XI. Furniture industries,41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,XI. Furniture industries,42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,XI. Furniture industries,43,Operatives under 17 years,"Palestinian Jews, males",0
jews,XI. Furniture industries,44,Operatives under 17 years,"Palestinian Jews, females",0
jews,XI. Furniture industries,45,Operatives under 17 years,"Palestinian others, males",0
jews,XI. Furniture industries,46,Operatives under 17 years,"Palestinian others, females",0
jews,XI. Furniture industries,47,Operatives under 17 years,"non-Palestinian, males",0
jews,XI. Furniture industries,48,Operatives under 17 years,"non-Palestinian, females",0
jews,XI. Furniture industries,49,Operatives 17 years and over,"persons, total",3
jews,XI. Furniture industries,50,Operatives 17 years and over,"persons, males",3
jews,XI. Furniture industries,51,Operatives 17 years and over,"persons, females",0
jews,XI. Furniture industries,52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,XI. Furniture industries,53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,XI. Furniture industries,54,Operatives 17 years and over,"Palestinian Jews, males",1
jews,XI. Furniture industries,55,Operatives 17 years and over,"Palestinian Jews, females",0
jews,XI. Furniture industries,56,Operatives 17 years and over,"Palestinian others, males",0
jews,XI. Furniture industries,57,Operatives 17 years and over,"Palestinian others, females",0
jews,XI. Furniture industries,58,Operatives 17 years and over,"non-Palestinian, males",2
jews,XI. Furniture industries,59,Operatives 17 years and over,"non-Palestinian, females",0
jews,XII. Industries connected with building,2,total population engaged,persons,65
jews,XII. Industries connected with building,3,total population engaged,males,63
jews,XII. Industries connected with building,4,total population engaged,females,2
jews,XII. Industries connected with building,5,Directional & supervising staff — managers,"persons, total",3
jews,XII. Industries connected with building,6,Directional & supervising staff — managers,"persons, males",3
jews,XII. Industries connected with building,7,Directional & supervising staff — managers,"persons, females",0
jews,XII. Industries connected with building,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,XII. Industries connected with building,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,XII. Industries connected with building,10,Directional & supervising staff — managers,"Palestinian Jews, males",2
jews,XII. Industries connected with building,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,XII. Industries connected with building,12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,XII. Industries connected with building,13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,XII. Industries connected with building,14,Directional & supervising staff — managers,"non-Palestinian, males",1
jews,XII. Industries connected with building,15,Directional & supervising staff — managers,"non-Palestinian, females",0
jews,XII. Industries connected with building,16,Directional & supervising staff — supervising & technical,"persons, total",2
jews,XII. Industries connected with building,17,Directional & supervising staff — supervising & technical,"persons, males",2
jews,XII. Industries connected with building,18,Directional & supervising staff — supervising & technical,"persons, females",0
jews,XII. Industries connected with building,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,XII. Industries connected with building,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,XII. Industries connected with building,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",2
jews,XII. Industries connected with building,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
jews,XII. Industries connected with building,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,XII. Industries connected with building,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,XII. Industries connected with building,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
jews,XII. Industries connected with building,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,XII. Industries connected with building,27,Clerical staff — clerical,"persons, total",17
jews,XII. Industries connected with building,28,Clerical staff — clerical,"persons, males",16
jews,XII. Industries connected with building,29,Clerical staff — clerical,"persons, females",1
jews,XII. Industries connected with building,30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,XII. Industries connected with building,31,Clerical staff — clerical,"Palestinian Arabs, females",0
jews,XII. Industries connected with building,32,Clerical staff — clerical,"Palestinian Jews, males",8
jews,XII. Industries connected with building,33,Clerical staff — clerical,"Palestinian Jews, females",0
jews,XII. Industries connected with building,34,Clerical staff — clerical,"Palestinian others, males",0
jews,XII. Industries connected with building,35,Clerical staff — clerical,"Palestinian others, females",0
jews,XII. Industries connected with building,36,Clerical staff — clerical,"non-Palestinian, males",8
jews,XII. Industries connected with building,37,Clerical staff — clerical,"non-Palestinian, females",1
jews,XII. Industries connected with building,38,Operatives under 17 years,"persons, total",0
jews,XII. Industries connected with building,39,Operatives under 17 years,"persons, males",0
jews,XII. Industries connected with building,40,Operatives under 17 years,"persons, females",0
jews,XII. Industries connected with building,41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,XII. Industries connected with building,42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,XII. Industries connected with building,43,Operatives under 17 years,"Palestinian Jews, males",0
jews,XII. Industries connected with building,44,Operatives under 17 years,"Palestinian Jews, females",0
jews,XII. Industries connected with building,45,Operatives under 17 years,"Palestinian others, males",0
jews,XII. Industries connected with building,46,Operatives under 17 years,"Palestinian others, females",0
jews,XII. Industries connected with building,47,Operatives under 17 years,"non-Palestinian, males",0
jews,XII. Industries connected with building,48,Operatives under 17 years,"non-Palestinian, females",0
jews,XII. Industries connected with building,49,Operatives 17 years and over,"persons, total",43
jews,XII. Industries connected with building,50,Operatives 17 years and over,"persons, males",42
jews,XII. Industries connected with building,51,Operatives 17 years and over,"persons, females",1
jews,XII. Industries connected with building,52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,XII. Industries connected with building,53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,XII. Industries connected with building,54,Operatives 17 years and over,"Palestinian Jews, males",29
jews,XII. Industries connected with building,55,Operatives 17 years and over,"Palestinian Jews, females",0
jews,XII. Industries connected with building,56,Operatives 17 years and over,"Palestinian others, males",0
jews,XII. Industries connected with building,57,Operatives 17 years and over,"Palestinian others, females",0
jews,XII. Industries connected with building,58,Operatives 17 years and over,"non-Palestinian, males",13
jews,XII. Industries connected with building,59,Operatives 17 years and over,"non-Palestinian, females",1
jews,XIII. Construction of means of transport,2,total population engaged,persons,193
jews,XIII. Construction of means of transport,3,total population engaged,males,188
jews,XIII. Construction of means of transport,4,total population engaged,females,5
jews,XIII. Construction of means of transport,5,Directional & supervising staff — managers,"persons, total",3
jews,XIII. Construction of means of transport,6,Directional & supervising staff — managers,"persons, males",3
jews,XIII. Construction of means of transport,7,Directional & supervising staff — managers,"persons, females",0
jews,XIII. Construction of means of transport,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,XIII. Construction of means of transport,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,XIII. Construction of means of transport,10,Directional & supervising staff — managers,"Palestinian Jews, males",2
jews,XIII. Construction of means of transport,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,XIII. Construction of means of transport,12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,XIII. Construction of means of transport,13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,XIII. Construction of means of transport,14,Directional & supervising staff — managers,"non-Palestinian, males",1
jews,XIII. Construction of means of transport,15,Directional & supervising staff — managers,"non-Palestinian, females",0
jews,XIII. Construction of means of transport,16,Directional & supervising staff — supervising & technical,"persons, total",24
jews,XIII. Construction of means of transport,17,Directional & supervising staff — supervising & technical,"persons, males",23
jews,XIII. Construction of means of transport,18,Directional & supervising staff — supervising & technical,"persons, females",1
jews,XIII. Construction of means of transport,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,XIII. Construction of means of transport,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,XIII. Construction of means of transport,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",19
jews,XIII. Construction of means of transport,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",1
jews,XIII. Construction of means of transport,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,XIII. Construction of means of transport,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,XIII. Construction of means of transport,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",4
jews,XIII. Construction of means of transport,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,XIII. Construction of means of transport,27,Clerical staff — clerical,"persons, total",17
jews,XIII. Construction of means of transport,28,Clerical staff — clerical,"persons, males",15
jews,XIII. Construction of means of transport,29,Clerical staff — clerical,"persons, females",2
jews,XIII. Construction of means of transport,30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,XIII. Construction of means of transport,31,Clerical staff — clerical,"Palestinian Arabs, females",0
