n	id	date	publication	title	snippet	forms
524	haretz19420701-01.2.34	1 July 1942	haretz	בירושלים	"<div class=""txtsearchsnippet"">... בית רבן אמרו תחלים במגינים. כית הודיפ לשעת הירופ <b class=""highlightcolor"">בית־החולים הממשלתי</b> הולך והופך לבית־חו־ לים של שעת־חירופ. החל מאתמול ...</div>"	maqaf
525	haretz19420709-01.2.29	9 July 1942	haretz	מכתבים מארצות האויב	"<div class=""txtsearchsnippet"">... מפום מת בנימין רחוב בר־כוכבזי ק־ תקוה: אסתר ברקומצי <b class=""highlightcolor"">בית חולים ממשלתי</b> צפת: אלקס ברגר? רחוב י' ‭55‬ קרית ...</div>"	indefinite
526	haretz19420719-01.2.49	19 July 1942	haretz	מרכז הטלפונים האבטומאטי נפתח בחיפה	"<div class=""txtsearchsnippet"">... ליד בית־חחולים לעינים, והתאימה אותו לבית־חולים לשעת־חידום, למחלות מדבקות. <b class=""highlightcolor"">בית־החולים הממשלתי</b> לשעת־חירום ישמש בעיקר את האוכלוסיד, הערבית, בסביבות ירושלים, ...</div>"	indefinite,maqaf
527	haretz19430527-01.2.21	27 May 1943	haretz	לזכרה של איטה ילין	"<div class=""txtsearchsnippet"">... וריפוי כל הולי־הרוח שבארץ, בכללם לא יהודים, עד שהוקם <b class=""highlightcolor"">בית החולים הממשלתי</b> לחולי רוח. אין גם לשכוח, שמוסד זה ...</div>"	spelled
528	haretz19430604-01.2.56	4 June 1943	haretz	מיליונים יושמעו בבניה אחר המלחמה	"<div class=""txtsearchsnippet"">... השרון, בית חולים חדש ברמלה, יהיח צורך להרחיב את <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה ולדאוג להטבת התנאים בבתי הסוהר. לפי ...</div>"	spelled
529	haretz19430708-01.2.10	8 July 1943	haretz	"בהירות לעירית ת""א- באוקטובר &#8237;1944 &#8236;"	"<div class=""txtsearchsnippet"">מתי יוקם <b class=""highlightcolor"">בית־החולים הממשלתי</b> בתל־־אביב ?-הועלה מחיר החלב בעיר</div>"	maqaf
530	haretz19430708-01.2.42	8 July 1943	haretz	בעירית תל אביב	"<div class=""txtsearchsnippet"">... ולמה אין הממשלה פו־ I תחת כבר כעת את <b class=""highlightcolor"">בית־החולים הממשלתי</b> י בתל־אביב (הכוונה לביה""ח ""הירקון"") — כפ־ שהובטח ...</div>"	maqaf
531	haretz19430729-01.2.31	29 July 1943	haretz	בירונפליס	"<div class=""txtsearchsnippet"">... הממשלתי תאונה קשה איר עהאתמול אחרי הצהרים באמבולנס של <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים. נפצעו קשה אחות יהודיה (יונה לדרברג) ...</div>"	spelled
532	haretz19430820-01.2.35	20 August 1943	haretz	בחיפה	"<div class=""txtsearchsnippet"">... צבורית ע רבית מקו מס' 5 (חיפה המזרחית — <b class=""highlightcolor"">בית־החולים הממשלתי)</b> ברחוב יפו. היה בן ‭, 68‬ מיוצאי באר ...</div>"	maqaf
533	haretz19430901-01.2.22	1 September 1943	haretz	&#8237;*1&#8236; פנקס ש / *•; ו יא רושלמי •	"<div class=""txtsearchsnippet"">... שערי־צדק, בקור־חולים, משגב לדך, בית־החולים הממשלתי למחלות מדבקות בבית־צפפא, <b class=""highlightcolor"">בית החולים הממשלתי</b> לשעת חרום, שנפתח באופן מיוחד בשביל מקרי ...</div>"	maqaf,spelled
534	haretz19430913-01.2.33	13 September 1943	haretz	UNKNOWN	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית־החולים הממשלתי</b> למושבות השרון</div>"	maqaf
535	haretz19431012-01.2.32	12 October 1943	haretz	בירושלים	"<div class=""txtsearchsnippet"">... לוי, בת ‭, 17‬ שנפגעה על ידי האמבולאנס של <b class=""highlightcolor"">בית החולים הממשלתי,</b> הועברה באמבולאנס לבית החולים הממשלתי. יש לה ...</div>"	spelled
536	haretz19431028-01.2.49	28 October 1943	haretz	בית החולים הממשלתי למושבות בתל אביב ייפתח בדצמבר	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות בתל אביב ייפתח בדצמבר</div>"	spelled
537	haretz19431117-01.2.20	17 November 1943	haretz	בתריאנ*ב1	"<div class=""txtsearchsnippet"">פית ההוליפ ־ הממשלתי ייפתה פהודש הפאי <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש בתל אביב ייפתח לצבור כנראה בראשית ...</div>"	spelled
538	haretz19431209-01.2.25	9 December 1943	haretz	יחם הממשלה לתקציב פתח תקוה	"<div class=""txtsearchsnippet"">... מוחמד עיד :הרג ו־6 אחרים נפצעו והובאו במצב קשה <b class=""highlightcolor"">'בית החולים הממשלתי</b> בירושלים.</div>"	spelled
539	haretz19431226-01.2.33	26 December 1943	haretz	אסון מחריד בירושלים!	"<div class=""txtsearchsnippet"">... גופותיהם של שלשת הרוגי התאי-נה הועברו לחדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> המשטרה פתחה בחקירה. הנפגעים הם בני משפחה אחת ...</div>"	abbreviated
540	haretz19440104-01.2.68	4 January 1944	haretz	"תושב א""י לשעבר רצח את אשתו בניו-יורק"	"<div class=""txtsearchsnippet"">... למאסר ' עולם נ אתמול מדלקת־ריאות בחצר האסיר של <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלי הרוצח השני, אל־פאדאקי יית' ביום שלישי ...</div>"	spelled
541	haretz19440117-01.2.20	17 January 1944	haretz	השלטונות על מצב העבודה	"<div class=""txtsearchsnippet"">... לגבי הבטחה לקבל עובדים מאורגנים בבית החולים ""הירקון"", בבנין <b class=""highlightcolor"">בית החולים הממשלתי</b> לחולי רוח המוקם בבת־ים, וכן בעבודות צבוריות ...</div>"	spelled
542	haretz19440322-01.2.40	22 March 1944	haretz	הכלל והפרט ו	"<div class=""txtsearchsnippet"">... מיום א' עד אתמול לפנות ערב בחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו לא ; לוהתה על ידי . ...</div>"	spelled
543	haretz19440327-01.2.18	27 March 1944	haretz	"תל־אביב תובעת מהממשלה הקצבה בסך &#8237;160.000&#8236; לא""י"	"<div class=""txtsearchsnippet"">... סוציאלית — ‭25‬ אלף לא""י. הממשלה נתבעת לפתוח בתל־אביב <b class=""highlightcolor"">בית־ חולים ממשלתי</b> כשם שהיא מקיימת בתי־ הולים ממשלתיים בערים ...</div>"	indefinite
544	haretz19440416-01.2.69	16 April 1944	haretz	הכלל והפרט	"<div class=""txtsearchsnippet"">ה. מ. הנציב חעליון ביקר אתמול בחלק חבריטי של <b class=""highlightcolor"">בית החולים . הממשלתי</b> בירושלים. ביום ח' נערכה בביתו של ...</div>"	spelled
545	haretz19440421-01.2.12	21 April 1944	haretz	המסר אבטליון איוב את הודעתו במשטרה תחת לחץ עינוייס?	"<div class=""txtsearchsnippet"">... 'רופא יפואי על סצע והבורות לראשונה נקרא להעיד רופא <b class=""highlightcolor"">בית־ החולים הממשלתי</b> ביפו מר בישארה. הוא סיפר, כי הנאשם ...</div>"	spelled
546	haretz19440515-01.2.10	15 May 1944	haretz	עירית תל־אביב לעזרת הפליטים	"<div class=""txtsearchsnippet"">... 100 מטות בשביל תל אביב בשנה זו, להפוך את <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון"" לבית חולים בשביל תל אביב עצמה ...</div>"	indefinite,spelled
547	haretz19440521-01.2.46.3	21 May 1944	haretz	Page 4 Advertisements Column 3	"<div class=""txtsearchsnippet"">... של פל ההפציפ שנמצאיפ פדידה פ. שךידן יפו, ממול <b class=""highlightcolor"">בית חולים ממשלתי</b> ^ חע, 1ר ו ות ""מ ""‭^^?1 ...</div>"	indefinite
548	haretz19440623-01.2.47.4	23 June 1944	haretz	Page 6 Advertisements Column 4	"<div class=""txtsearchsnippet"">... ונוחיות, גינה יפה, דמי שכירות חדשי 4 לירות, בסביבת <b class=""highlightcolor"">ביה""ח הממשלתי,</b> להחליף בדירה דומה במרכז מסחרי. בונופולםקי . בן-יחודח ...</div>"	abbreviated
549	haretz19440711-01.2.41	11 July 1944	haretz	צפורה ווייס נידונה בבית־הד^ין הצבאי למאסר ארבע שנים	"<div class=""txtsearchsnippet"">... הנזכרים. ן ראשון לעדים היה המומחה לרנםגן מ־ ן <b class=""highlightcolor"">בית־החולים הממשלתי</b> , שהביא ל י בית הדין הצלום פרקי ...</div>"	maqaf
550	haretz19440807-01.2.19	7 August 1944	haretz	הכלל והפרט ן	"<div class=""txtsearchsnippet"">ד""ר א. מיהי, מנהל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בפרדם כץ, חזר מחופשתו והתחיל בעבודתו• ה;ב' הודה ...</div>"	abbreviated
551	haretz19440913-01.2.21	13 September 1944	haretz	בחיפה	"<div class=""txtsearchsnippet"">... ביום השבת (‭9. 9. 44‬) למחלקת המחלות המידבקות של <b class=""highlightcolor"">בית החולים הממשלתי,</b> אחר הלותו במחלת הדבר, מת . אתמול. ...</div>"	spelled
552	haretz19441003-01.2.34	3 October 1944	haretz	בחיקה 0	"<div class=""txtsearchsnippet"">... מקרה דבר שלשום הוכנס למחלק־? של מחלות מדבקות של <b class=""highlightcolor"">בית החולים הממשלתי</b> ערבי ממזרח העיר שחלה בדבר. בוטלה התביעה ...</div>"	spelled
553	haretz19441105-01.2.31	5 November 1944	haretz	במושבות	"<div class=""txtsearchsnippet"">... מוחמד ג'אג'ה, סוחר ברהיטים משומשים ביפג בלכתו לביתו בקרבת <b class=""highlightcolor"">בית־החולים הממשלתי.</b> הם ירו בו שתי יריות שפגעו בפניו וברגלו. ...</div>"	maqaf
554	haretz19441107-01.2.41	7 November 1944	haretz	"1 וחצי מיליון תיבות הדרים קונה מיניסטריון האספקה בא""י ."	"<div class=""txtsearchsnippet"">... יהודים), ‭32‬ הבריאו, ו־‭11‬ נמצאים במחלקה ילמחלות מידבקות שע""י <b class=""highlightcolor"">ביה""ח הממשלתי</b> לטיפול. מספר הזריקות שנעשו עד עתה לחיסון נגד ...</div>"	abbreviated
555	haretz19441108-01.2.19	8 November 1944	haretz	ן תל־אביב	"<div class=""txtsearchsnippet"">... בכביש פתח־ תקוה. העגלה ניזוקה, הערבי ניצל. אמבולנס של <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו, פגע אתמול בבוקר ברחוב שבזי בשומר תל־אביבי ...</div>"	maqaf
556	haretz19441117-01.2.59	17 November 1944	haretz	"הממשלה מקציבה לעירית חיפה ()&#8237;30.00&#8236; לא""י למלחמה בדבר ו"	"<div class=""txtsearchsnippet"">... שניהם, גבר ואשה, הוכנסו למחלקה למחלות מידבקות שעל יד <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בחיפה. עם המקרים הג""ל מגיע מספר מקרי ...</div>"	spelled
557	haretz19450123-01.2.35	23 January 1945	haretz	בחיפה	"<div class=""txtsearchsnippet"">... . והתסשמל. , נוויתו I הועברה לחדר המתים שליד <b class=""highlightcolor"">בית החולים. הממשלתי.</b> זהותו טרם הובררה. נאסר. על. ההזקתאקדה. . ...</div>"	spelled
558	haretz19450205-01.2.22.1	5 February 1945	haretz	Page 1 Advertisements Column 1	"<div class=""txtsearchsnippet"">לדג? הולדת הפת המודה למנהל * <b class=""highlightcolor"">בית החולים הממשלתי</b> בבת־ים הד""ד ז. זדיינסחי^מד מברכים אותו ואת ...</div>"	spelled
559	haretz19450219-01.2.23	19 February 1945	haretz	מזכיר הכספים י בפתח־תקוה	"<div class=""txtsearchsnippet"">... כן דיבר בעגין ההצעות שהוגשו מאת המועצות המקומיות להרחבת <b class=""highlightcolor"">בית־החולים הממשלתי</b> ""הירקון"" בתל־ אביב• כמרכז התאחדות האכריפ אתמול בבוקר ...</div>"	maqaf
560	haretz19450220-01.2.10	20 February 1945	haretz	"כ־2 מיליון לא""י-תקציבי החיבור והבריאות של כנסת ישראל"	"<div class=""txtsearchsnippet"">... של המי־ ן םיון. שינוי־מה לטובה חל עם פתיחת <b class=""highlightcolor"">בית , החולים הממשלתי</b> -""הירקון"" לבני המושבות, בבתי־החולים היהודיים השונים ...</div>"	spelled
561	haretz19450315-01.2.32	15 March 1945	haretz	הכלל והפרט	"<div class=""txtsearchsnippet"">... חשובה במיניםטו*ו$ התו? העיראקי. * ד""ר א. מלחי, מנהל <b class=""highlightcolor"">בית־החולים הממשלתי</b> בטריס־כץ (בני־ברק) ירד היום (יום ה') מצרימה בשליחות ...</div>"	maqaf
562	haretz19450401-01.2.32	1 April 1945	haretz	הכלל והפרט	"<div class=""txtsearchsnippet"">... ארדשםיין וכרכום לכבוד החג. הד""ר א. מ'*חי , מנהל <b class=""highlightcolor"">בית החולים הממשלתי,</b> שב מנסיעתו למצרים מטעם מחלקת הבריאות ונכנס ...</div>"	spelled
563	haretz19450401-01.2.35	1 April 1945	haretz	רצח בגבול יפו-תל אביב	"<div class=""txtsearchsnippet"">... במחנות הצ־ בא בת''א וביפו, הוזמנו לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו לשם • זהוי ההרוג. הם הצליחו ...</div>"	spelled
564	haretz19450510-01.2.26	10 May 1945	haretz	מימי ההפצצות בחיפה ן ,	"<div class=""txtsearchsnippet"">... באותו יום הצטיינו אנשי מד""א, אשר עז־ רו לעובדי <b class=""highlightcolor"">ביה""ח הממשלתי</b> ' שידיהם היו . מלאות עבודה. נשלחו גם ...</div>"	abbreviated
565	haretz19450523-01.2.8	23 May 1945	haretz	, ,השביתה הערבית עברה בשקט	"<div class=""txtsearchsnippet"">... כי המכוניות הצבוריות מקו מספר 5 (התחנה המזרחית — <b class=""highlightcolor"">ביה""ח הממשלתי)</b> השייכות לחברה ערבית הלכו כרגיל. כעכר הירדן גס ...</div>"	abbreviated
566	haretz19450626-01.2.37	26 June 1945	haretz	בתל־אביב ן	"<div class=""txtsearchsnippet"">... ולאחר שאיש לא בא לזהותה הועברה לחדר המתים של <b class=""highlightcolor"">בית החולים ' הממשלתי</b> בפרדס כץ. האשד. היא בגיל ‭60—50‬ ...</div>"	spelled
567	haretz19450627-01.2.18	27 June 1945	haretz	ארץ אחת, והיא איי...	"<div class=""txtsearchsnippet"">... שסגן מןהל:;מיזל^ז. הבריאות הממשלתית, ד""ר מישאלאני, מסיפד"" נתמנה מנהל. <b class=""highlightcolor"">בית החולים הממשלתי</b> בשכם.</div>"	spelled
568	haretz19450710-01.2.24	10 July 1945	haretz	עבודות צבוריות שבוצעו בזמן המלחמה לשמוש בתקופת השלום	"<div class=""txtsearchsnippet"">... ונם־ סר למחלקת התעופה האזרחית• בשנה זו נבנה •גם <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מידבקות בדרך מת לח* הושלם מץ ...</div>"	spelled
569	haretz19450716-01.2.24	16 July 1945	haretz	בירושלים	"<div class=""txtsearchsnippet"">... הראשונים שפורקו: המקלס בבנין סנסור שברחוב בן־יהודה, המקלם שליד <b class=""highlightcolor"">בית החולים הממשלתי,</b> וכן קירות מגן ליד בנינים ממשלתיים. פירוק ...</div>"	spelled
570	haretz19450718-01.2.54	18 July 1945	haretz	"חיפושים בסביבת פרדס כ""ץ ובית החולים בילינםון"	"<div class=""txtsearchsnippet"">... לאחד שהופר העוצר. מפקדת הכוחות שערכו היפושים נקבעה ליד <b class=""highlightcolor"">בית . החולים הממשלתי</b> בפרדס כץ. רמקוליפ שעברו בכבישיפ הכריזו ...</div>"	spelled
571	haretz19450813-01.2.16.2	13 August 1945	haretz	Page 1 Advertisements Column 2	"<div class=""txtsearchsnippet"">... פםירת הגב' דבורה ליפשיץ זיל הרופאיפ, הפקידיפ והעופדיפ של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בבת־ים היום כשלשים לפטירת ראש משפחתנו די ברוך ...</div>"	maqaf
572	haretz19450819-01.2.56	19 August 1945	haretz	ברכת הועד הלאומי למעצמות המנצחות	"<div class=""txtsearchsnippet"">... הועד הלאומי: אליהו בדלץ. צריפי צבא-לחיילים משוחררים בת""א בקרבת <b class=""highlightcolor"">בית החולים הממשלתי</b> . הירקון"" בצפון תל־אביב, מוקמים כעת צתפי־צבא, ...</div>"	spelled
573	haretz19450826-01.2.26	26 August 1945	haretz	כתל־אביב	"<div class=""txtsearchsnippet"">... ישוכנו בצריפי הצבא שהובאו לתל אביב ומוקמים •והולכים בקרבת <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקוףי שבצפון העיר.</div>"	spelled
574	haretz19450827-01.2.1	27 August 1945	haretz	חזרו מעפילינו מגלות מאוריציוס	"<div class=""txtsearchsnippet"">... סה"", . רוטשילד"", בית חולים ""כרמלי של קופת חולים, <b class=""highlightcolor"">בית־החולים הממשלתי</b> ועוד. הערב הוכנסו של ששה חולי רוח ועצבים ...</div>"	maqaf
575	haretz19450829-01.2.25	29 August 1945	haretz	רשימות ירוש&ןיות	"<div class=""txtsearchsnippet"">... לבית חולים זה. הוא הרופא האחראי למחלקה הבריטית של <b class=""highlightcolor"">בית החולים הממשלתי,</b> שהוא בבנין מיוחד, עם אדמיניסטראציה מיוחדת כמעט. ...</div>"	spelled
576	haretz19450906-01.2.46	6 September 1945	haretz	"מ""מ הנציב העליוןבתל־אביב -"	"<div class=""txtsearchsnippet"">... עם תמונות מהקיימנות. אחר כך ביקר מר שאו בסביבת <b class=""highlightcolor"">בית החולים הממשלתי</b> הירקון שם מקימים צריפים צבאיים לחיילים משוחררים. ...</div>"	spelled
577	haretz19451023-01.2.20	23 October 1945	haretz	הבקיון בשכונות על חשבון הועד	"<div class=""txtsearchsnippet"">... המכוניות של מספר 7 . מהלכות מבת־ גלים דרך <b class=""highlightcolor"">בית־החולים הממשלתי</b> לתחנת הרכבת המזרחית, וכן מתחנת הרכבת ' לקצה ...</div>"	maqaf
578	haretz19451102-01.2.1	2 November 1945	haretz	ן חבלה תחבורת הארץ	"<div class=""txtsearchsnippet"">... ערב הובאה על ידי פלוגת חיילים, לחדר המתים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> ברמלה, גופתו של צעיר יהודי, ן הרוג ביריות. ...</div>"	maqaf
579	haretz19451118-01.2.31	18 November 1945	haretz	בחיפה	"<div class=""txtsearchsnippet"">... דבר ב־4 השבועות האחרונים הובאו למחלקה למחלות מדבקות של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה 5 ערבים ' נגועי דבר. אחד ...</div>"	spelled
580	haretz19451130-01.2.52	30 November 1945	haretz	כתערובת בחיפה	"<div class=""txtsearchsnippet"">... לטיפול על ידי מד""א, והשני הוכנס ' ל י <b class=""highlightcolor"">בית החולים הממשלתי</b> בהיפר. , במצב י יותר רציני. היופ ...</div>"	spelled
581	haretz19451211-01.2.55	11 December 1945	haretz	הכלל והפרט	"<div class=""txtsearchsnippet"">תר איבראהים איטאים משכם נתמנה לסגן מנהל <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה, במקומו של ד-ר מישלאני, שנתמנה מנהל <b class=""highlightcolor"">בית־החולים ...</b></div>"	maqaf
582	haretz19451217-01.2.61	17 December 1945	haretz	?ן I הודעה חשוגה	"<div class=""txtsearchsnippet"">... יפו, משער יפו עד בנין הח&amp;ד, דרום בנק אנגלו־פלישתינא, <b class=""highlightcolor"">בית החולים הממשלתי,</b> הצד המזרחי של רחוב בצלא'5 הצד המערבי ...</div>"	spelled
583	haretz19451219-01.2.31	19 December 1945	haretz	בחיפה	"<div class=""txtsearchsnippet"">... פוטינגר, מנהל בית־החו' לים הממשלתי בחיפה, יועבר ליפו כמנהל <b class=""highlightcolor"">בית החולים הממשלתי</b> שם. בתערוכת התעשיה של ה""הפתדרות"" בקרו ביום ...</div>"	spelled
584	haretz19451225-01.2.44	25 December 1945	haretz	מתנכלים לתחבורה יהודית	"<div class=""txtsearchsnippet"">... הקו מפפר ‭— , 7‬ הנמשך כידוע מבת־גלים, דרך <b class=""highlightcolor"">בית־החולים הממשלתי</b> עד תחנת הרכבת המזרחית — קובלים על כך ...</div>"	maqaf
585	haretz19460110-01.2.30	10 January 1946	haretz	*ד ד _מתונות ו	"<div class=""txtsearchsnippet"">... נחום איש גם זו, הנמצא בדרומה של צפת, בקרבת <b class=""highlightcolor"">בית־החולים הממשלתי,</b> ומסומן בגל אבנים גדול, כדרך ציוני המקומות הקדושים ...</div>"	maqaf
586	haretz19460121-01.2.1	21 January 1946	haretz	חיפושים ומעצרים , בירושלים	"<div class=""txtsearchsnippet"">... נהרג הלייסננט קלארק, מחיל השירות ההודי. גופתו הועברה ל־ <b class=""highlightcolor"">בית־החולים הממשלתי.</b> הכרזת חעוצר רחובות ירושלים נתרוקנו מיד, ואותם !אנשים ...</div>"	maqaf
587	haretz19460121-01.2.32	21 January 1946	haretz	במושבות	"<div class=""txtsearchsnippet"">... אתמול אחה""צ בשעה שהלך בכביש ע""י בני־ברק• אמבולאנם שי <b class=""highlightcolor"">בית־החולים הממשלתי</b> שעבר במקום במקרה העבירו לבית החולים . הדסה"" ...</div>"	maqaf
588	haretz19460127-01.2.39	27 January 1946	haretz	העוצר בירושלים ללא שינוי	"<div class=""txtsearchsnippet"">... מרט הובאה לקבדד* הגופה מוטלת עדיין בחוד המתימ של <b class=""highlightcolor"">בית החולים הממשלתי,</b> מאמי</div>"	spelled
589	haretz19460208-01.2.57	8 February 1946	haretz	בחולון, אחדי ליל הבלהות	"<div class=""txtsearchsnippet"">... אושרה אמנם עובדה זו. מפתו הועברה לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> . הירקון- בתל־אבי* חוגי המשטרה מוסרים כי ...</div>"	spelled
590	haretz19460211-01.2.56	11 February 1946	haretz	"הודעה חשובה חברת החשמל והשירות הצבור' לירושלים בע""ם םו.!?!!? * £1ווז&#8237;>*1?!* ?!?0&#8236;וווו>&#8237;XII? 4 &#8236; &#8237;0א !.XII.&#8236;וזמוו0יומ0ש ££•¥*?*"	"<div class=""txtsearchsnippet"">... אחיפ, גחלת־ ציון, רה' יפו (משער יפו עד הואר), <b class=""highlightcolor"">בית החולים הממשלתי,</b> רה' הנסיכה מרי (מבני! מצפה עד ליד ...</div>"	spelled
591	haretz19460213-01.2.45	13 February 1946	haretz	ן חצעת מכירח I	"<div class=""txtsearchsnippet"">... לשמוש מספר ‭6019‬ מסוג . ^)‭0-1‬ הנמצאת עתה בגרג' <b class=""highlightcolor"">בית החולים הממשלתי.</b> בירושלים. הצעות! תתקבלנה רק בכתב על שם ...</div>"	spelled
592	haretz19460221-01.2.33	21 February 1946	haretz	בעתונות	"<div class=""txtsearchsnippet"">... מה נמצאו מוטלים פצועים ברגליהם ביריות ונאספו ל י <b class=""highlightcolor"">בית החולים הממשלתי.</b> נפג־ כי ת קפה כטכריה השבוע נסגר ...</div>"	spelled
593	haretz19460314-01.2.40	14 March 1946	haretz	"על הממשלה להחזיר לתל־אביב "" חלק מהמסים הנגבים מתושביה"""	"<div class=""txtsearchsnippet"">... אשפת העיתה לא דאגה לכך, שהממשלה תקים בתל אמב <b class=""highlightcolor"">בית חולים ממשלתי</b> עם 300 מסות, לפחות. בבית החולים למחלות ...</div>"	indefinite
594	haretz19460324-01.2.31	24 March 1946	haretz	גוטהלף ווגנר נרצח בתל־אביב	"<div class=""txtsearchsnippet"">... אדום"" העביר את גופתו של וואגנר לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. שוטרים העבי־ רו את המכונית של ...</div>"	spelled
595	haretz19460426-01.2.72	26 April 1946	haretz	נאסר חשוד בהתקפה על כחנה נתניה	"<div class=""txtsearchsnippet"">... זוהה' הועברה בשעה 9 בבוקר מחדר המתים של ! <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, לבית הקב־ } רות במכוגית ח. ...</div>"	spelled
596	haretz19460527-01.2.67	27 May 1946	haretz	רצח והתאבדות במחנה המשטרה בשרובה פרג'נט פריטי הרג את ידיד תו היהודיה והתאפד פיריה	"<div class=""txtsearchsnippet"">... הפסיקה לעביד. גופתה של הנרצחת היעברה לחדר־ המתים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו.</div>"	maqaf
597	haretz19460718-01.2.33	18 July 1946	haretz	בתל־אביב היופ אזכדה!	"<div class=""txtsearchsnippet"">... קרפן פדיטופ ; קאתג'י באראק* בת ‭, 45‬ מעובדות <b class=""highlightcolor"">בית ' החולים? הממשלתי</b> בשכפ, גכוותה קשה באש ־פת‭0ו8‬ שהתלקח ...</div>"	spelled
598	haretz19460723-01.2.2	23 July 1946	haretz	הרג רב בהתקפת־זועה על משרדי הממשלה והצבא בירושלים	"<div class=""txtsearchsnippet"">... ואלה שזוהו — הותר לקרובים להוציאם מחדד המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ולהובילם לקבור* ההרוגים הערבים והנוצרים הוצאו בארונות* ...</div>"	spelled
599	haretz19460812-01.2.44	12 August 1946	haretz	סוכלה התנפלות מזויינת על בית־החולים הממשלתי ביפו	"<div class=""txtsearchsnippet"">סוכלה התנפלות מזויינת על <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו</div>"	maqaf
600	haretz19460813-01.2.37	13 August 1946	haretz	"כל הישוב - ל""עם במצור"""	"<div class=""txtsearchsnippet"">... סופרנו ביפו מודיע כי בליל שלשום פרצה בהלה בסביבת <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, כשהתקרבו אליו 2 פולנים שנראו בעיני ...</div>"	spelled
601	haretz19460814-01.2.78	14 August 1946	haretz	"ממשפטי ה־&#8237;29&#8236; ביוני בת""א ?"	"<div class=""txtsearchsnippet"">... ביפו נתפשסה שמועה, שאחד משני הסארוריסםים היהודים שתקפו את <b class=""highlightcolor"">בית החולים הממשלתי</b> מפו ונפצעו, מת.</div>"	spelled
602	haretz19460815-01.2.65	15 August 1946	haretz	"פםק־הדין במשפט אנשי לח""י יקרא בנוכחותם"	"<div class=""txtsearchsnippet"">... פלשתץ• מודיע, כי 3 מ־5 הטארוריס־ כים שהתקיפו את <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו הם תימנים, והשנים משאר עדות המזרח• ...</div>"	spelled
603	haretz19460905-01.2.21	5 September 1946	haretz	!מעפילי >>4 חרויות<< בדרך לקפריסין	"<div class=""txtsearchsnippet"">... הקרובים לביה""ח שבעתליס. ואלה שמותיהם של ששת החולים שב־ <b class=""highlightcolor"">ביה""ח הממשלתי:</b> 1) צפורה מוסקוביץ, בת 2) לאה קלינג, בת ...</div>"	abbreviated
604	haretz19460911-01.2.25	11 September 1946	haretz	ו נ:חח*ח	"<div class=""txtsearchsnippet"">... במחנה עת־ ליס, הועברו אאתמול למחלק*־ , 'הפגימית של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. שתיהן יוצאות פולין. מהזור כ""ז של כיה""ס ...</div>"	maqaf
605	haretz19460919-01.2.49	19 September 1946	haretz	"ד""ד ו. פון וייזל שוחרר"	"<div class=""txtsearchsnippet"">... לאור הסכנה שהיתר. צפו־ יה לחייו. לסני עזבו את <b class=""highlightcolor"">בית החולים הממשלתי,</b> מקום שם שכב בתאיהאסירי* נבדק ד""ר פון ...</div>"	spelled
606	haretz19460925-01.2.60	25 September 1946	haretz	נרצח יהודי בטבריה ביריות אקדח	"<div class=""txtsearchsnippet"">... נתן כהן בן ‭, 20‬ נשאר במחלקה הכירורגית של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. יש מקווים, כי ל־4 המעפילים האלו יורשה ...</div>"	maqaf
607	haretz19461101-01.2.45	1 November 1946	haretz	מעצרים וחיפושים אהרי ההתק -פה על תחנת־הרכבת בירושלים	"<div class=""txtsearchsnippet"">... שונים בעיר. ביהוד הוגברה השמירה על מגרש־הרוסים בו נמצא <b class=""highlightcolor"">בית־החולים הממשלתי.</b> נערכו חיפושים ונבדקו תעו־ מת הזהות אצל כל ...</div>"	maqaf
