date	pub	lang	page_id	kind	term	place	haifa	dateline	diseases	transfer	window
1942-02-25	falastin	ar	falastin19420225-01.1.3	infectious_hospital	المستشفي الحكومي الامراض الساريه		page		plague	y	…ه في حرب الحريه هل اصيب بالطاعون اصيب السايق يهودا غابوب في تل ابين بمرض الزمه الفراش ثلاثه اسا ميع واخيرا زاره الطبيب الحكومي وقرر نقله من منزله الي المستشفي الحكومي الامراض الساريه في مستعمره باردس كاتي لاشتباهه بانه مصاب بالطاعون وقد حقن الذين كانوا يعيشون معه بالمصل الخاص ضد الطاعون ما اتخذت الاجراءات اللازمه لتطهير المكان الت…
1942-06-14	falastin	ar	falastin19420614-01.1.3	kerentina	كرنتينه		page				…راجعنا بعض القصابين وتحدثوا الينا عن الاغنام التي تسلمت لدايره المءن في كرنتينه الله من قبل المتعهدين حسن العمد وغرشه وكالوتي وقالوا انها اغنام نجديه تماثل الاغنام التي ذبحت في الاسبوع وطلبوا منا ان نلفت نظر السلطات لاستيراد اغنا…
1942-12-30	falastin	ar	falastin19421230-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…جديدين بالطاعون في يهوديين احدها من شارع جيولا والاخر من شارع جوردون في تل ابيب وقد ذهب طبيب الامراض الساريه وكشف عليها ثم امر بنقلها الي مستشفي الامراض الساريه في بني براك المعالجتها و بهذه الحوادث الثلاث تبلغ حوادث اصابات الطاعون عشر اصابات توفي فيها خمسه من المصابين وهم فتاه يهوديه من محله شاير و يهوديان م…
1943-01-01	falastin	ar	falastin19430101-01.1.5	infectious_hospital	مستشفي الامراض الساريه		page		plague		…نقلت الي مستشفي الامراض الساريه في بني براك والثانيه اصابه يهودي اشتبه . بها وعولج الرجل وهو في بيته واكتشفت اصابه ثالثه في شخص عربي يشتبه بانها طاعون وقد اكتشفت في المستشفي الانكلي…
1943-01-05	falastin	ar	falastin19430105-01.1.3	quarantine_station	لمحجر الطور		page				…الفوج الثالث من حجاج فلسطين وسوريا وصوله لمحجر الطور ووفاه حاج فلسطيني…
1943-01-05	falastin	ar	falastin19430105-01.1.3	quarantine_station	محجر الطور		page				…الطور في ٤ و.ا.ع. وصل الي محجر الطور الفوج الثالث من الحجاج الفلسطينيين والسور بين وعددهم ١٣٦٢ /…
1943-01-05	falastin	ar	falastin19430105-01.1.3	infectious_hospital	مستشفي الامراض المعديه		page				…ا ولها من العمر ٣٥ سنه ، وتقطن تلك المراه علي ساحل البحر في تل ابيب بالقرب من حدود المنطقه اليهوديه الموبوءه في المنهيه وقد نقلت المراه قبل الظهر الي مستشفي الامراض المعديه في بني براق ، وما لبثت ان توفيت في المساء وقد نقل الي مستشفي بني براق يوم…
1943-01-21	falastin	ar	falastin19430121-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…لصحه، في اللواء وجري البحث فيه حول الحادث الجديد الذي ظهر امس الاول في حي النزهه في يافا اذ اصيب احد سكان ذلك الحي وعمره ٢٥ سنه بمرض الطاعون ونقل الي مستشفي الامراض الساريه في مستعمره ( بني براك ) . وقد تقرر في الاجتماع المذكور اتخاذ التدابير اللازمه للقيام بحمله قويه واسعه من اعمال التطوير ضد الطاعون واتخاذ الوسايل الفع…
1943-01-24	falastin	ar	falastin19430124-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…لعام بعض الارشادات واستفهم عن حوادث الطاعون في المدينه واطلع علي اخر الانباء عنه حيث لم تظهر خلال الثلاثه ايام الماضيه اشتباهات بالطاعون ولم ينقل الي مستشفي الامراض الساريه في بني براك اي شخص جديد وان الثلاثه الذين فيه وهم المراه العربيه من سوق اليهود بالمنشيه والمراه اليهوديه من محله الكرتون بالمنشيه والشاب الذي يسكن مح…
1943-01-27	falastin	ar	falastin19430127-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…تاكد الان ان الفتاه اليهوديه التي تبلغ من العمر ١٣ سنه وتسكن بالقرب من دايره الصحه في تل ابيب والتي نقلت الي مستشفي الامراض الساريه في بني براك كمشتبه باصابتها بالطاعون انها مصابه بهذا المرض الخبيث فعلا بعدان جري فحصها وهي الان في المستشفي المذكور تحت المعالجه للعمل علي شفايها من …
1943-02-03	falastin	ar	falastin19430203-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…اتضح امس ان نقل الشخصين اللذين اشتبه بانهما مصابان بمرض الطاعون الي مستشفي الامراض الساريه في بني براك كان عملا لا لزوم له لانه لم يظهر او يثبت انها مصابان بالطاعون بل كان مرضهما تدرنا عاديا ولذلك اخرجا من تشفي الامراض الساريه وتقرر نقلهما …
1943-02-03	falastin	ar	falastin19430203-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…قدم المدينه امس الكولونيل هيرون مدير دايره الصحه العام وبعد ان استفسر عن احوال مرض الطاعون في الوقت الحاضر ذهب الي مستشفي الامراض الساريه في بني براك للاطلاع علي احوال هذا المرض فيه وبعد ذلك عاد الي مقر منصبه في القدس…
1943-02-04	falastin	ar	falastin19430204-01.1.2	kerentina	الكرنتينا		other:Tulkarm	Tulkarm	smallpox	y	…ضد مرض الجدري وقد - توفي من جراء هذا الارض اربعه اشخاص واحد هنا و الباقون في مستشفي الحكومه بحيفا والشخص الذي يشتبه انه مصاب بهذا المرض ينقل حالا الي الكرنتينا التي فتحت هنا خصوصا لمعالجه المصابين بهذا المرض…
1943-02-06	falastin	ar	falastin19430206-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…خرجت من مستشفي الامراض الساريه في بني براك المراه العربيه التي اصيبت بترض الطاعون قبل ما ينوف عن ثلاثه اسابيع وهي السيده امينه محمد احمد الزاويه التي تسكن شارع خصو ان في سوق اليهود…
1943-02-09	falastin	ar	falastin19430209-01.1.3	quarantine_station	محجر الطور		page				…تاقي بعض ذوي الحجاج بيافا برقيات من الحجاج الموجودين في محجر الطور حاليا بانهم سيصلون مع الفوج الرابع من حجاج فلسطين في يوم الاربعاء ( غدا ) وانهم جميعا بصحه جيده…
1943-02-24	falastin	ar	falastin19430224-01.1.3	quarantine_station	الحجر الصحي		page				…ق من مخافر الحدود بيننا و بين القطرين الشقيقين ولم يذهبوا الي دايره الصحه الاجراء المراقبه الطبيه او امر جاب لمحاكمتهم امام حاكم صلح المدينه تحت نظام الحجر الصحي ويبلغ عدد هءلاء ما ينوف عن ۱۰۰ شخص وعلي كل قادم من سوريا او لبنان ان يسارع للمراقبه الطبيه حال رجوعه خشيه ان يكون مصابا باحد الامراض الساريه هناك ، و…
1943-02-24	falastin	ar	falastin19430224-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…توفي في مستشفي الامراض الساريه في بني براك صباح امس الشخص اليهودي المصاب بمرض الطاعون واسمه مردخاي مزراحي البالغ من العمر ٣٤ سنه وهو من شارع بعل شمطوف بتل ابيب وكان يشتغل في بيع ال…
1943-04-06	falastin	ar	falastin19430406-01.1.3	kerentina	الكرنتينا		page		typhus	y	…كان قد نقل مءخرا الي مستشفي الكرنتينا بيانا اربعه اشخاص من قريه صرفند للاشتباه بانهم مصابون بمرض التيفوس وهم حسن اسماعيل الليث ، احمد حسن مصطفي، توفيق الحاج جابر عبد الخالق وعبد المطلب عث…
1943-04-16	falastin	ar	falastin19430416-01.1.3	quarantine_station	الحجر الصحي		page		cholera|plague|smallpox		…شفاعمرو مساحتها ٣ دونمات و ٩٥٧ مزا للبيع بالمزاد العلني انکور نتينا كان الحجر الصحي (الكور نتينا ) ضد الكوليرا موضوعا في الاسبوع الماضي علي القادمين من كلكتا وضد الطاعون علي القادمين من مدغشقر وضد الجدري علي القادمين من سوريا والعراق…
1943-04-23	falastin	ar	falastin19430423-01.1.2	quarantine_station	الحجر الصحي		page		typhus		…لسه بحث فيها رفع الانقاض التي تراكمت في الشوارع واستيفاء ضريبه علي الاراضي الزراعيه الخاليه من العمر ان الموجوده منطقه البلديه معدل ۲ في المايه افي - الحجر الصحي - اشتباه بالتيفوس المستنقعات رفع الحجر الصحي عن قريه صرفند العماد ولا يزال طبيب الصيحه والمفتشون يزورون القريه يوميا وقد اصبحت القريه نظيفه جدا --- ا…
1943-04-24	falastin	ar	falastin19430424-01.1.3	kerentina	الكرنتينا		page		typhus	y	…اشتبه في اليومين الاخيرين باصابه ثلاثه اشخاص عرض التيفو من احدهم من صرفند واخر من الرمله وقد ادخلا مستشفي الكرنتينا للمعالجه اما الثالث فهو من خفراء السكه الحديد في غزه وقد ادخل مستشفي الحكومه بغزه للمعالجه وبذلك يعني ان اعمالها الاصابات بالتيفوس حتي الان ٣٢ اصابه …
1943-04-24	falastin	ar	falastin19430424-01.1.3	kerentina	الكرنتينا	Jaffa	page		typhus		…لاصابات بالتيفوس حتي الان ٣٢ اصابه توفي فيها تسعه اشخاص منهم خمسه اشخاص ماتوا في قريه صرفند التي ظهرت فيها حوادث التيفوس واربعه اشخاص توفوا في مستشفي الكرنتينا بيافا ولا يزال في الكرنتينا حتي الان ١٣ شخصا بعد ان ثبتت اصابه الغابهم بهذا المرض اما الباقون…
1943-04-24	falastin	ar	falastin19430424-01.1.3	kerentina	الكرنتينا		page		typhus		… اصابه توفي فيها تسعه اشخاص منهم خمسه اشخاص ماتوا في قريه صرفند التي ظهرت فيها حوادث التيفوس واربعه اشخاص توفوا في مستشفي الكرنتينا بيافا ولا يزال في الكرنتينا حتي الان ١٣ شخصا بعد ان ثبتت اصابه الغابهم بهذا المرض اما الباقون…
1943-04-24	falastin	ar	falastin19430424-01.1.3	quarantine_station	الحجر الصحي		page		typhus		… مقاومه مرض التيفوس في القريه التي ظهر فيها المرض وهي صرفند فقد طهرت تماما واصبح لا يخشي الان من انتقال المرض منها ولذلك فقد خففت دايره الصحه من قيود الحجر الصحي عليها . ولكن هذا لا يعني ان المرض قد انعدم بل ان الرقابه الصحيه ستكون دقيقه علي العمال المصريين القادمين من المعسكرات وقد فهمنا ان دايره الصحه تزمع ف…
1943-05-09	falastin	ar	falastin19430509-01.1.3	infectious_hospital	مستشفي الحكومه الامراض الساريه	Jaffa	page		typhus		…التيفوس تتوالي بالرغم من الجهود التي بذلتها دايره السحه للحيلوله دون انتشاره فقد ادخل الي مستشفي الحكومه الامراض الساريه في يافا ثلاثه اشخاص من جهات مختلفه مشتبه باما بتهم وهم عبد الحميد خليل حسن من صرفند وعطا محمود الحاج من جزو وحكمت غزه وقد وضعوا تحت المراقبه الصحيه ل…
1943-05-11	falastin	ar	falastin19430511-01.1.3	kerentina	الكرنتينا	Jaffa	page		typhus	y	…ادخل الي مستشفي الكرنتينا بيافا امس شخص من يافا مشتبه بانه مصاب بمرض التيفوس وقد وضع تحت المعالجه والفحص للتحقق من اصابته…
1943-05-15	falastin	ar	falastin19430515-01.1.2	quarantine_station	حجر صحي		other:Gaza	Gaza	typhus		…طلاب الذين فازوا في حفله الالعاب الرياضيه التي اقيمت امس وكان الفايز الاول في حفله الالعاب الرياضيه لمس الطالب عبد الكريم عبد المعطي مبروك من غزه رفع حجر صحي - حول رداءه الدقيق رفعت دايره الصحه الحجر عن سكان منزلين كانت تخشي طور اعراض مرض التيفوس عليهم قابل اليوم وفد من مراسلي الصحف العربيه اللورد اكسفورد …
1943-05-20	falastin	ar	falastin19430520-01.1.3	kerentina	الكرنتينا		page		typhus		…توفي امس الاول شخص جا يدمن مرضي التيفوس الموجودين في مستشفي الكرنتينا بيانا وهو من قريه صرفند اثنان من المصابين بالمرض المذكور وشفي وخرجا من المستشفي للنقاهه ولا يزال في المستشفي نحو عشره اشخاص من المصابين بمرض التيفوس …
1943-06-16	falastin	ar	falastin19430616-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…شراف الدكتور عاقله الانتباه باصابه طاعون تم الكشف الطبي ع - علي الشخص اليهودي الذي نقل مءخرا من شارع برخوف بتل ابيب الاشتباه باصابته بمرض الطاعون الي مستشفي الامراض الساريه في بني براق وقد تبين من هذا الكشف عدم اصابته بالمرض بحاول الانتحار حاول احد رجال بوليس قوه الدفاع المحلي الذين يقومون بالحراسه ليلا في المدينه وهو ال…
1943-07-13	falastin	ar	falastin19430713-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague	y	…تقول دانار ان يهوديا من سكان شارع لفنسكي في تل ابيب قد نقل الي مستشفي الامراض الساريه يوم السبت للاشتباه باصابته بالطاعون ونقل كذلك الي المستشفي المذكور صبي من رامات فات في الثامنه من عمره وناطور من وادي روبين و شخص ثالث من عمال دايره …
1943-08-14	falastin	ar	falastin19430814-01.1.3	kerentina	الكرنتينا		page		typhus	y	… حوالي ثلاثه اسابيع متواليه ال دون ان تظهر اصابات جديده بمرض ذ التيفوس ومن المهم ان نذكر ايضا ان جميع م الذين اصيبوا بهذا المرض ونقلوا الي الد مستشفي الكرنتينا بيانا قد شفوا الان ا…
1943-09-03	falastin	ar	falastin19430903-01.1.4	quarantine_station	الحجر الصحي		page		cholera		…لمسجل (وهو من الموظفين الذين يجوز تاديه القسم بين يديم ) بانه كبير المسجلين ومساعده و نايبه او مساعد مسجل المحكمه العليا او المسجل او نايبه او مساعده الحجر الصحي كان الحجر الصحي بشان الكوليرا…
1943-09-03	falastin	ar	falastin19430903-01.1.4	quarantine_station	الحجر الصحي		page		cholera		…موظفين الذين يجوز تاديه القسم بين يديم ) بانه كبير المسجلين ومساعده و نايبه او مساعد مسجل المحكمه العليا او المسجل او نايبه او مساعده الحجر الصحي كان الحجر الصحي بشان الكوليرا…
1943-09-19	falastin	ar	falastin19430919-01.1.4	kerentina	الكرنتينا		page				…ميافا ، وفي مستشفي الكرنتينا التابع له . ويقول هءلاء ان قله عدد الممرضات يسبب ازعاجا شديدا للمريض، وفي بعض الحالات يكون سببا من اسباب تعرضه لما يجب ان لا يتعرض له المريض في المست…
1943-12-19	falastin	ar	falastin19431219-01.1.3	quarantine_station	محجر الطور		page				…الطور في ۱۸ - و.ا.ج - وصلت بعد ظهر امس الي محجر الطور الباخره روض الفرح مقله الفوج الاول من الحجاج الفلسطينيين وهم نحو الف وسبعمايه حاج و بينهم بعض الحجاج المصريين و كان في طليعه الحجاج المصريين معالي مح…
1943-12-19	falastin	ar	falastin19431219-01.1.3	quarantine_station	الحجر الصحي		page				…همي باشا وكيل وزاره الاوقاف سابقا وجميع الحجاج في صحه جيد. وكان في استقبالهم الدكتور حسن فوزي بك مدير الحجر والدكتور احمد كمال بك الوكيل العام لمصلحه الحجر الصحي وكبار اطباء محجر وموظفو الجمارك والتلغراف وقايد حاميه الطور…
1944-01-20	falastin	ar	falastin19440120-01.1.2	quarantine_station	محجر الطور		page				…قلقيليه في ۱۹ ك ٢ - المراسل فلسطين الخاص - وصلت عده برقيات الي ذوي الحجاج من محجر الطور تفيد ان الحجاج سيصلون يوم غد الجمعه هديه لجلاله الملك السعودي من الكتب تفضل صاحب الجلاله الملك عبد العزيز ال سعود فبعث للسيد محمود برهم ٢٧ مجلدا من ت…
1944-02-13	falastin	ar	falastin19440213-01.1.3	quarantine_station	محجر الطور		paragraph				…| عوده جميع الحجاج الطور في ١٢ - و . ا. ع - غادر حجر الطور اخر فوج من الحجاج وبهذا انتهي موسم حج هذا العام وقد بلغ عدد الحجاج الذين دخلوا محجر الطور هذا العام ٢٤٨٠٥ منهم ٥٧٨ عراقيا و ٣١٤ لبنانيا و ٤١٢٥ فلسطينيا و ٤٣٧١ سوريا و ۱۳۱ من شرق الاردن و ۲۰ تركيا . غرفه التجاره تعقد هييه غرفه تجاره يافا بع…
1944-02-18	falastin	ar	falastin19440218-01.1.2	kerentina	الكرنتينا		page				…طلب عدد من اصحاب الخنازير الذين قدموا لبيعها الي شركه ستيل ، ان يكون البيع في دايره الكرنتينا حيث يزنها ويقدر ثمنها ويجري الكشف عليها موظف عربي . وقد وضعت لها اثمان من الدرجه الثانيه وخسر اصحابها من هذا…
1944-02-18	falastin	ar	falastin19440218-01.1.3	kerentina	الكرنتينا	Jaffa	page		typhus		…بالغ العمر ٢٨ سنه حجازي من الي البال من الحسن صالح الالي من فيه سنه ، قد ثبتت اصابتهم بمرض التيفوس بعد التحليل الطبي لدمايهم وهم الان جميعا في مستشفي الكرنتينا في يافا رهن المعالجه…
1944-03-07	falastin	ar	falastin19440307-01.1.3	kerentina	الكرنتينا	Jaffa	page		typhus		…قل الي مستشفي الكرنتينا في يافا في اليومين الماضيين شخصان مصابات بمرض التيفوس احدهما يدعي رزق سلمان رابح من بيت نبالا ويبلغ من العمر ٢٠ سنه والاخر اسمه سليم سليمان شراري من …
1944-03-28	falastin	ar	falastin19440328-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page				…الحكومه في السنه الماضيه ٨٠ الف جنيه فقط ) . كما تقرر ان ترسل الي الحكومه كلمه تقدير علي اتفاقها وقيامها بنفقات مستشفي الامراض الساريه في مستعمره باردس كانس و نفقات مستشفي المستعمرات ( البركون ، الذي سيفتتح رسميا في منتصف شهر ايار . علي ان يلفت نظر الحكومه الي العنايه اكثر بمرض السل …
1944-04-25	falastin	ar	falastin19440425-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		smallpox		…وقعت خلال هذين اليومين ثلاثه حوادث جديده بالجدري ونقل المصابون الي مستشفي الامراض الساريه للمعالجه وهم ابراهيم مسعود سليم ويبلغ من العمر ٢٤ سنه وابراهيم حسن سلامه وعمره ٢٥ سنه وعلي سلام سلامه وهو في الثلاثين من عمره وهم من محمله…
1944-04-25	falastin	ar	falastin19440425-01.1.3	quarantine_station	الحجر الصحي		page		smallpox		…المسكوبيه المفروض عليها الحجر الصحي في الوقت الحاضر لمده اربعه عشر يوما وقد بلغ مجموع حوادث مرض الجدري التي ظهرت في محله المسكوبيه حتي الان ۹ حوادث و نقل جميع المصابين الي مستشفي الكرتي…
1944-04-27	falastin	ar	falastin19440427-01.1.3	quarantine_station	الحجر الصحي		page		smallpox		…ظهرت في هذين اليومين خمس اصابات جديده بمرض الجدري اثنتان منها في محله المسكوبيه التي فرض الحجر الصحي عليها واصابتان اخريان بشخصين من عرب روبين واصابه واحده في وادي…
1944-04-27	falastin	ar	falastin19440427-01.1.3	kerentina	الكرنتينا		page		typhus		…| حنين وقد تحمل جميع المصابين الي مستشفي الكرنتينا للمعالجه كما ظهرت ايضا ثلاث اصابات بمرض التيفوس احداها في يانا واخري في الرمله والثالثه في قريه السوافير…
1944-05-03	falastin	ar	falastin19440503-01.1.3	kerentina	الكرنتينا		page		smallpox	y	…نقل الي مستشفي الكرنتينا بيانا في ا هنرين اليومين خمسه اشخاص جدد مصابين بمرض الجدري اثنان منهم من محله المسكوبيه المفروض عليها المجر الصحي وهما شليل حسن سلامه وعمره ٢٣ سنه وا…
1944-05-24	falastin	ar	falastin19440524-01.1.3	kerentina	الكرنتينا		page			y	… من العمر ٢٠ سنه وحسنه حمدان حسين وعمرها ٢٥ سنه وعويده سلمان ابو حمد وعمره ٣٠ سنه وهما من مكنه. درويش وقد تحققت اصابتهم بعد ان نقلوا وفحصوا في مستشفي الكرنتينا وجري ابلاغ دايره الصحه العامه. فهم…
1944-05-31	falastin	ar	falastin19440531-01.1.3	kerentina	الكرنتينا	Jaffa	page		smallpox	y	…قوايم التخمين الجديده للاطلاع علي اقبال الجمهور عليها وعلمنا ان عدد الاعتراضات التي قدمت قد بلغت حتي ظهر امس ۱۳۰ اعتراضا اصابه بالجدري نقل الي مستشفي الكرنتينا بيافا شخص اسمه محمد سلامه ابو شميس من عرب المجدل مصابا بمرض الجدري وهو قيد المعالجه الان وعمره ٣٠ سنه…
1944-06-01	falastin	ar	falastin19440601-01.1.3	kerentina	الكرنتينا	Jaffa	paragraph		typhus	y	…وبذلك تمدد مدد الجوازات التي يحملونها لسنوات اخري - ٣ اصابات تيفوس ظهر في هذين اليومين ثلاث حوادث جديده بمرض التيفوس وقد نقل المصابون فيها الي مستشفي الكرنتينا بيافا وتاكدت اصابتهم بعد التحليل الطبي وهم رمضان محمود طه من سامه وعمر ه ١٤ سنه وخديجه احمد ابو ورده من غزه وعمرها ١٨ سنه وفءاد حسن علي من العفوله وع…
1944-06-08	falastin	ar	falastin19440608-01.1.3	kerentina	الكرنتينا		page		smallpox	y	…حادثه جدري ظهرت امس حادثه جديده بمرض الجدري اصيب بها شخص من سكان محله الجباليه بيافا وقد نقل المصاب الي مستشفي الكرنتينا وهو الان رهن المعالجه في المستشفي المذكور لحوم الاسبوع تسلمت جمعيه وشركه القصابين بيانا كميه هذا الاسبوع من المواشي وهي تماثل كليه الاسبوع المالي عام…
1944-06-17	falastin	ar	falastin19440617-01.1.3	kerentina	الكرنتينا	Jaffa	page		smallpox|typhus	y	…نقل الي مستشفي الكرنتينا بيافا يوم امس اربعه اشخاص يشتبه بان اثنين منهم مصابان بالجدري والاخرين بالتيفوس كلمه تقدير في طوافي الكثير داخل فلسطين وخارجها زرت عددا لا يستهان به …
1944-06-27	falastin	ar	falastin19440627-01.1.3	kerentina	الكرنتينا	Jaffa	page		typhus		…توفي في مستشفي الكرنتينا بيافا شخص مصري اسمه خلف سليمان متولي عمره ۲۷ سنه و كان قد اصيب بمرض التيفوس الذي لم يمهله الا بضعه ايام رغم عنايه المستشفي به رحمه الله…
1944-07-15	falastin	ar	falastin19440715-01.1.3	quarantine_station	محجر عتليت		window				…رتس از ۸۹ مهاجرا يهوديا وصلوا امس من شمال افريقيا الي حيفا بقطار مصر وفي مساء اليوم نفسه وصل ١٢٥ مهاجرا يهوديا من بلاد اليمن واطلق سراح ١٥٠ مهاجرا من محجر عتليت وكان يوم امس موعد وصول ۸۰۰ مهاجر يرودي عن طريق تركيا…
1944-08-01	falastin	ar	falastin19440801-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…لكرام باخلص تعازيها اصابتان بالطاعون روت الصحف اليهوديه ان الادون يوسف فريد من مدير بنكها شارون في رامات غان اصيب بالطاعون يوم الجمعه الماضي ونقل الي مستشفي الامراض الساريه في بني براك ويوم امس مات وظهر ان حوالي منزله تعشش جرذان مصابه بالطاعون وقد اسرعت دايره الصحه الي تطعيم الجيران وهدم الخشابيات الموجوده في ذلك المكان …
1944-08-01	falastin	ar	falastin19440801-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…شش جرذان مصابه بالطاعون وقد اسرعت دايره الصحه الي تطعيم الجيران وهدم الخشابيات الموجوده في ذلك المكان . ونقل مصاب اخر بالطاعون من شارع الملك قورش الي مستشفي الامراض الساريه المذكوره…
1944-08-26	falastin	ar	falastin19440826-01.1.3	kerentina	الكرنتينا		page				…صباح امس صوت ثلاثه انفجارات. وعلي الاثر اندلعت النار في البيت الذي صدرت عنه تلك الانفجارات وهو يقع في محله الجباليه شرقي مستشفي الكرنتينا. وقد هرع اليه ضابط ورجال ببوليس العجمي ورجال اطفاييه يافا واخمدوا النار قبل…
1944-09-15	falastin	ar	falastin19440915-01.1.2	kerentina	الكرنتينا		other:Jerusalem	Jerusalem			…الجنيه الاسترليني ٢) يستوفي ايضا من شركات البواخر مبلغ ٥٣ ريالا اي سته جنيهات وسته عشر شلنا او تسمين ربيه وعشر انات عن الحجاج القادمين بحرا مقابل رسم الكرنتينا والسمبوكيه (الفلوكه) وتستوفي شركات البواخر هذا المبلغ ضمن تذكره السفر (الناولون) (۳) حذف من التعريفه الرسم المقرر لراكبي السيارات الصغيره لعدم التمكن…
1944-09-22	falastin	ar	falastin19440922-01.1.4	quarantine_station	الحجر الصحي		window		plague|smallpox|typhus		…يه وقعت في حيفا خلال الاسبوع الماضي ٣ اصابات بالطاعون واصابه بالتيفوس وفي القدس اصابه بالجدري واخري بالالتهاب السمايي وفي يافا اصابه بالتيفوس وقد كان الحجر الصحي بشان…
1944-09-24	falastin	ar	falastin19440924-01.1.2	kerentina	الكرنتينا		dateline	Haifa			…ه وعلي الجمهور ان لا يطرح الاوساخ بل يضعها في اوعيه مغطاه لا يصلها الجرذ واشعار البلديه بوجود الجرذان الحيه بواسطه تلفون ٤٥٣١ والشعبه (٩) او مكتب رقم الكرنتينا تلفون رقم ٣٥٢٢ عند وجود ا جرذان ميته علي ان لا عمس هذه الجرذان م مطلقا…
1944-09-26	falastin	ar	falastin19440926-01.1.3	kerentina	كرنتينا		other:Jerusalem	Jerusalem			…ان يكون ذلك الموسم مفيدا وواسع الاعمال ولا يزال هذا الموضوع تحت الدرس ه شكوي اللحامين جاءنا من شركه بيع اللحوم العربيه مايلي : في الايام الاخيره اخذت كرنتينا المواشي في الله التابعه لدايره المءن بالواء في تسليم المحامين العرب مخصصاتهم من الحوم المواشي الهزيله للغايه في حين انها المجاورين ليافا مقطوعيتهم تس…
1944-10-04	falastin	ar	falastin19441004-01.1.3	kerentina	الكرنتينا		page				… الخاصه بالرسوم التامين والسفر برا وبحرا و في السيارات | و الجمال واجورها في جميع الدرجات نسردها فيما يلي : عن جواز السفر في جميع الدرجات ٢٦ ملا ورسم الكرنتينا والتطعيم في جميع الدرجات ٣٠٠مل ورسم التامين شره جنيهات في جميع الدرجات ايضا الكرنتينا الخاصه الاخري ٣٠٠ رسم ل في الدرجتين الاولي والثانيه وفي لدرجه ا…
1944-10-04	falastin	ar	falastin19441004-01.1.3	kerentina	الكرنتينا		page				…جات نسردها فيما يلي : عن جواز السفر في جميع الدرجات ٢٦ ملا ورسم الكرنتينا والتطعيم في جميع الدرجات ٣٠٠مل ورسم التامين شره جنيهات في جميع الدرجات ايضا الكرنتينا الخاصه الاخري ٣٠٠ رسم ل في الدرجتين الاولي والثانيه وفي لدرجه الثالثه ١٢٠ ملا ان يافا الي السويس ذهابا وايابا فهي واما اجور السفر بسكه الحديد ٨ جنيها…
1944-10-04	falastin	ar	falastin19441004-01.1.3	quarantine_station	الحجر الصحي		page		plague		… الحليل ، شارع يافا والبلده القدمه الطاعون في ناثانيا وقعت اصابه خامسه بالطاعون في انا ثانيا و نقل المصاب الي مستشفي الحكومه اللامراض الساريه وقد ضرب الحجر الصحي علي الحي الذي يقيم فيه الخمسه الذين اصيبو او كلهم من عايله يهوديه واحده امیرکی غرق جندي اميركي غرق في نهر العوجا مساء اول امس في شمال تل ابيب جندي ام…
1944-12-01	falastin	ar	falastin19441201-01.1.3	quarantine_station	الحجر الصحي		other:Jerusalem	Jerusalem			…حج نظافه تامه من كل مرض سار او وباء او مشبوه وذلك بتقرير الهييه الطبيه التي شهدت حج هذا العام لمراقبه صحه الحجاج العايدين غادرت الاسكندريه بعثه مصلحه الحجر الصحي قاصده الي محجر الطور لمراقبه صحه الحجاج العايدين والقيام باعمال التطهير و الحجر الاطباء من وهي مءلفه من حوالي ثلاثمايه والموظفين والممرضين والممرضات …
1944-12-01	falastin	ar	falastin19441201-01.1.3	quarantine_station	محجر الطور		other:Jerusalem	Jerusalem			…ض سار او وباء او مشبوه وذلك بتقرير الهييه الطبيه التي شهدت حج هذا العام لمراقبه صحه الحجاج العايدين غادرت الاسكندريه بعثه مصلحه الحجر الصحي قاصده الي محجر الطور لمراقبه صحه الحجاج العايدين والقيام باعمال التطهير و الحجر الاطباء من وهي مءلفه من حوالي ثلاثمايه والموظفين والممرضين والممرضات وعمال التطهير والحراس…
1944-12-26	falastin	ar	falastin19441226-01.1.3	quarantine_station	محجر الطور		page				…اصل الغربيون الدول الشرقيه دار الحكومه وكبار رجالها و تركوا بطاقات التهنيه بالعيد وصول حجاج الي الطور وصلت برقيات من حجاج يافا تفيد وصولهم سالمين الي محجر الطور وانهم سيكونون في يافا يوم الثلاثاء او الاربعاء .. مشروع انشاء كليه يافا رفعت اللجنه الفرعيه للبلديه المءلفه لدراسه موضوع انشاء الكليه العاليه في يافا…
