n	id	date	publication	title	snippet	forms
587	haretz19460723-01.1.1	23 July 1946	haretz	Page 1	"<div class=""txtsearchsnippet"">... ואלה שזוהו — הותר לקרובים להוציאם מחדד המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ולהובילם לקבור* ההרוגים הערבים והנוצרים הוצאו בארונות* ...</div>"	spelled
588	haretz19460812-01.1.4	12 August 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">סוכלה התנפלות מזויינת על <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו</div>"	maqaf
589	haretz19460813-01.1.4	13 August 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... סופרנו ביפו מודיע כי בליל שלשום פרצה בהלה בסביבת <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, כשהתקרבו אליו 2 פולנים שנראו בעיני ...</div>"	spelled
590	haretz19460814-01.1.6	14 August 1946	haretz	Page 6	"<div class=""txtsearchsnippet"">... ביפו נתפשסה שמועה, שאחד משני הסארוריסםים היהודים שתקפו את <b class=""highlightcolor"">בית החולים הממשלתי</b> מפו ונפצעו, מת.</div>"	spelled
591	haretz19460815-01.1.4	15 August 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... פלשתץ• מודיע, כי 3 מ־5 הטארוריס־ כים שהתקיפו את <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו הם תימנים, והשנים משאר עדות המזרח• ...</div>"	spelled
592	haretz19460905-01.1.1	5 September 1946	haretz	Page 1	"<div class=""txtsearchsnippet"">... הקרובים לביה""ח שבעתליס. ואלה שמותיהם של ששת החולים שב־ <b class=""highlightcolor"">ביה""ח הממשלתי:</b> 1) צפורה מוסקוביץ, בת 2) לאה קלינג, בת ...</div>"	abbreviated
593	haretz19460911-01.1.2	11 September 1946	haretz	Page 2	"<div class=""txtsearchsnippet"">... במחנה עת־ ליס, הועברו אאתמול למחלק*־ , 'הפגימית של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. שתיהן יוצאות פולין. מהזור כ""ז של כיה""ס ...</div>"	maqaf
594	haretz19460919-01.1.4	19 September 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... לאור הסכנה שהיתר. צפו־ יה לחייו. לסני עזבו את <b class=""highlightcolor"">בית החולים הממשלתי,</b> מקום שם שכב בתאיהאסירי* נבדק ד""ר פון ...</div>"	spelled
595	haretz19460925-01.1.8	25 September 1946	haretz	Page 8	"<div class=""txtsearchsnippet"">... נתן כהן בן ‭, 20‬ נשאר במחלקה הכירורגית של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. יש מקווים, כי ל־4 המעפילים האלו יורשה ...</div>"	maqaf
596	haretz19461101-01.1.6	1 November 1946	haretz	Page 6	"<div class=""txtsearchsnippet"">... שונים בעיר. ביהוד הוגברה השמירה על מגרש־הרוסים בו נמצא <b class=""highlightcolor"">בית־החולים הממשלתי.</b> נערכו חיפושים ונבדקו תעו־ מת הזהות אצל כל ...</div>"	maqaf
597	haretz19461110-01.1.1	10 November 1946	haretz	Page 1	"<div class=""txtsearchsnippet"">... כדי להסתכל במקום ההתפוצצות. קטעי הגופות נאספו באמבולאנםים של <b class=""highlightcolor"">בית החולים הממשלתי.</b> לפ ניכן צולמו על ידי צלמי קולנוע ...</div>"	spelled
598	haretz19461126-01.1.4	26 November 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... שהניח איזה חפץ על יד הכניסה למחלקה הבריטית של <b class=""highlightcolor"">בית החולים הממשלתי.</b> השוטר ירה שתי יריות לעבר האיש שנכנס ...</div>"	spelled
599	haretz19461129-01.1.9	29 November 1946	haretz	Page 9	"<div class=""txtsearchsnippet"">... תצלומי הארכי־ םקטורה, בעיקר של ביה""ח ""הדסה"" בירושלים ושל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה, פרי כשרונו של אריך מנדלסון, האדריכל המהולל. ...</div>"	abbreviated
600	haretz19461202-01.1.4	2 December 1946	haretz	Page 4	"<div class=""txtsearchsnippet"">... ""לוחמי חירות ישראל"". נעצר פצוע השוד בתא העצורים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בירושלים נמצא חיים צוקרווסר בן ‭, 20‬ שנפצע ...</div>"	maqaf
601	haretz19461206-01.1.8	6 December 1946	haretz	Page 8	"<div class=""txtsearchsnippet"">... לאניות־הגירוש. על סמך עדויות שונות, ובהן גם עדות רופא <b class=""highlightcolor"">בית־ החולים הממשלתי,</b> שבדק את גוויות ההרוגים וניתחן, באו החוקרים ...</div>"	spelled
602	haretz19461220-01.1.8	20 December 1946	haretz	Page 8	"<div class=""txtsearchsnippet"">... משמרתו ליד גדר המחה. גוויתו הועברה לחדר המתים של <b class=""highlightcolor"">בית־ החולים הממשלתי</b> ברמלה, ותועבר הבוקר ו לתל אביב. הלויתו ...</div>"	spelled
603	haretz19470119-01.1.3	19 January 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... ?ופקידיו. עזב• את פית החוליפ' ביום ו' עזבו את <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה עת 2 נוטרים ערבים, שנפצעו בהתפוצצות ...</div>"	spelled
604	haretz19470122-01.1.5	22 January 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... תצלום בערך של ‭80‬ לא""י. נמצא תינוק מת בשטח <b class=""highlightcolor"">בית החולים הממשלתי</b> בבת־גלים נמצא אתמול תינןק זכר מת. המשטרה ...</div>"	spelled
605	haretz19470202-01.1.3	2 February 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... המשטרה בחיפה 'לפני 3 'שבועות עזב ביום ו' את <b class=""highlightcolor"">בית־החולים הממשלתי.</b> בבית־החולים נשארו רק כמה שוסרים בריטיים מנפגעי ההתפוצצות. ...</div>"	maqaf
606	haretz19470213-01.1.2	13 February 1947	haretz	Page 2	"<div class=""txtsearchsnippet"">... םולקמאן ליד כנסית נוסר ־ דאפ* ברחוב יפו ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> וליד הממקלה הרזמ^ת של הפשסד* בנק ברקלייס ...</div>"	spelled
607	haretz19470214-01.1.10	14 February 1947	haretz	Page 10	"<div class=""txtsearchsnippet"">... ‭:83‬ בית הולים העינים על הר אבו תור אינו <b class=""highlightcolor"">בית חולים ממשלתי</b> כי אש של חברת צדקה אנגלית. בית ...</div>"	indefinite
608	haretz19470219-01.1.6	19 February 1947	haretz	Page 6	"<div class=""txtsearchsnippet"">... . לות. מר ו. ר. מק־ד, :אגף הבתסי של <b class=""highlightcolor"">בית־החולים הממשלתי</b> :ירושלי*</div>"	maqaf
609	haretz19470304-01.1.2	4 March 1947	haretz	Page 2	"<div class=""txtsearchsnippet"">... '‭. (11 ‬ טםלקח הבריאות הממשלתית (טל. מס' ‭;(13‬ <b class=""highlightcolor"">ביה""ח הממשלתי</b> ""הירקון"" (טל. מם' ‭:(15‬ מנהל ביה""ח ""הירקון"" ד""ר ...</div>"	abbreviated
610	haretz19470326-01.1.5	26 March 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... גייס מכונה גייפ שי הצבא התהפכה שישים אחה""צ ליד <b class=""highlightcolor"">בית החולים הממשלתי.</b> שני קצינים, שנסעו בה נפצעו. קפטן האתראל ...</div>"	spelled
611	haretz19470326-01.1.6	26 March 1947	haretz	Page 6	"<div class=""txtsearchsnippet"">... חיריה, תל־אפדים. סוגו: מירי. תאורו: פנ־ רש בנין בקרבת <b class=""highlightcolor"">בית החולים הממשלתי.</b> הלקים: בשלמות. השםח: '‭487‬ מבדר. פרסי הרשום: ...</div>"	spelled
612	haretz19470414-01.1.4	14 April 1947	haretz	Page 4	"<div class=""txtsearchsnippet"">... נאפרו ו־2 נעצרו שני הערבים, שבשעת הקטטה ביניהם במסדרון <b class=""highlightcolor"">בית־החולים הממשלתי</b> ברחה גאולה כהן. נאסרו על ידי המשטרה. שני־ ...</div>"	maqaf
613	haretz19470422-01.1.1	22 April 1947	haretz	Page 1	"<div class=""txtsearchsnippet"">... לא נודעו. הגופות עדיין לא הועברו לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> הסמוך למקום. נראה הדבר כי השניים השיגו ...</div>"	spelled
614	haretz19470423-01.1.6	23 April 1947	haretz	Page 6	"<div class=""txtsearchsnippet"">... של קדושי תרצ""ו—תרצ""ם. הלוית השלושה יצאה מחדר המתים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בירושלים תחת משמר חזק ביותר של צבא ומשטרה, ...</div>"	maqaf
615	haretz19470425-01.1.6	25 April 1947	haretz	Page 6	"<div class=""txtsearchsnippet"">... היליכ כקסטינה ונתפס '. ""א־דיפאע"" מודיע, שטארוריסט ניסה לפוצץ <b class=""highlightcolor"">בית חולים ממשלתי</b> בקטטינה. הצבא תפס אותו ומנע בעד ההתפוצצות. ...</div>"	indefinite
616	haretz19470508-01.1.3	8 May 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... 40‬ נפצע קשה וגגרם לו שבר בגולגולת. הועבר־ ל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה ומשם לביה""ח רוטשילד. נכוותה כהתפוצצות פדימופ וואפיקה ...</div>"	abbreviated
617	haretz19470519-01.1.4	19 May 1947	haretz	Page 4	"<div class=""txtsearchsnippet"">... חיריה, תל אפרי* פודז מירי. תאורו: מגרש לבנין ליד <b class=""highlightcolor"">בית החולים הממשלתי.</b> חלקימ: בשלמו* השמח: ‭307 ‬ מפ""ר. פרסי ...</div>"	spelled
618	haretz19470521-01.1.5	21 May 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... חיריה, תל אפרים. סוגו: מירי. תאורו: מגרש לבגין ליד <b class=""highlightcolor"">בית החולים הממשלתי.</b> חלקים: בשלמות. השטח: ‭307 ‬ ממ""ר. פרטי ...</div>"	spelled
619	haretz19470528-01.1.1	28 May 1947	haretz	Page 1	"<div class=""txtsearchsnippet"">... במטבה באותה שעה, נפצעה פצעים קלים ברגלה והועברה ' <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. מנהל התחנה, איברהים חכים' לא חיה ...</div>"	spelled
620	haretz19470612-01.1.4	12 June 1947	haretz	Page 4	"<div class=""txtsearchsnippet"">... לאופר, לשעבר מנתח ראשי בחבש' נתמנה לרופא מנתח וסגךמנהל <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בחיפה. הגיע לארץ ה' נימן דזניק, אחד ...</div>"	spelled
621	haretz19470619-01.1.3	19 June 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... בבוקר ליד קלוב הסירות בנמל. ניצל ונאסף ל י <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. מת מפצעיו הפועל יצחק עומר, בן ...</div>"	spelled
622	haretz19470625-01.1.5	25 June 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... בכית הוליפ 12 שעות שבתו האחיות ושאר העובדים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בפרדס־כ""ץ לאות מחאה על האוכל הדל שהם ...</div>"	spelled
623	haretz19470701-01.1.3	1 July 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... אשה ושני ילדם. מי נפגע ביריות ההייליפ לפי הודעת <b class=""highlightcolor"">ביה""ח הממשלתי</b> בהיפר. נפגעו ע""י יריות החיילים ביופ א' בערב ...</div>"	abbreviated
624	haretz19470713-01.1.3	13 July 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... נשאר רק מעבר צר צביב הגן להולכים לבתי־ המשפט, <b class=""highlightcolor"">בית־החולים הממשלתי</b> וביתיהםהר המרכזי. הכניסה לפקידי הצמשלה, •היתד. מוצרת למגרש ...</div>"	maqaf
625	haretz19470714-01.1.3	14 July 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... פצעי מוות פועל מצרי, שמת אחר כך־ ב . <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו — הותעה ' המשטרה שלשום. במקום ההתקפה ...</div>"	maqaf
626	haretz19470807-01.1.4	7 August 1947	haretz	Page 4	"<div class=""txtsearchsnippet"">... ההלימו הולי הדפד פהיפה כל הוא הדבר יצאו את <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה פרס ל־3 חולים שהועב־ ת לפני ...</div>"	spelled
627	haretz19470814-01.1.3	14 August 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... מחדר המתים של בית החולים העירוני לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, לאחר שותיק מוהלי תל־ אביב קבע ...</div>"	spelled
628	haretz19470817-01.1.1	17 August 1947	haretz	Page 1	"<div class=""txtsearchsnippet"">... בולאנס של ""הצלב האדום"", שהעביר את ההרוגים לחדר־המתים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו. דקות מספר לאחר העברת הגויות הגיעי' למקום ...</div>"	maqaf
629	haretz19470818-01.1.3	18 August 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... אביב והמחלקה ליולדות ע""י בית החולים העירוני הסךש וע-י <b class=""highlightcolor"">בית החולים הממשלתי</b> ""היחקון'/ ראתה ההסתדרות הרפואית העכמ* בתל אגדב ...</div>"	spelled
630	haretz19470919-01.1.7	19 September 1947	haretz	Page 7	"<div class=""txtsearchsnippet"">... מ ־ . תושבי טירה כולם, נפצעו והועברו־ ל <b class=""highlightcolor"">ביה'־ח הממשלתי</b> בחיפי. . שנים מהם• ג'ומ' עה דאוד ודייב ...</div>"	abbreviated
631	haretz19471022-01.1.5	22 October 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... הצעות אפשר לקבל לפי בקשה מאת מנהל המשק של <b class=""highlightcolor"">בית החולים הממשלתי</b> "" בתל־אביב י בין השעות ‭14. 00—8. ...</div>"	spelled
632	haretz19471125-01.1.3	25 November 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... קפה -האז"" בחיפה־ ב‭12‬ בנו־ בכבד, החלים ויצא את <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. גדרות התיל פרה' המלביפ - נזק ...</div>"	spelled
633	haretz19471216-01.1.2	16 December 1947	haretz	Page 2	"<div class=""txtsearchsnippet"">... מאתמול. * י ‭3 . ‬ נטומ ערבים אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו הועברו אתמול 3 גופות של אחמד ...</div>"	spelled
634	haretz19471219-01.1.4	19 December 1947	haretz	Page 4	"<div class=""txtsearchsnippet"">... הדרוש* צר המקום בטח החולים העירו־ גי וגם בעזרת <b class=""highlightcolor"">בית החולים הממשלתי</b> •הירקון"" שגיתגה אמגם בימים האחרר נים אין ...</div>"	spelled
635	haretz19471222-01.1.3	22 December 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... של שומריה מומםיב ערבים והקהל הערבי במגרש הדומם למ <b class=""highlightcolor"">בית החולים הממשלתי</b> למ בית הסהר ולמ מת המשפס מהווה ...</div>"	spelled
636	haretz19471230-01.1.3	30 December 1947	haretz	Page 3	"<div class=""txtsearchsnippet"">... 6 רופאים יהודים ו־‭27‬ אחיות עזבו את־ מול את <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים. כפי הנראה עשו את הדבר לאחר שהשמירה ...</div>"	abbreviated
637	haretz19471231-01.1.5	31 December 1947	haretz	Page 5	"<div class=""txtsearchsnippet"">... דבמחונך! נפצעו ערכיפ שני פצועים ערבים מיתות הובאו ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה אתמול בבוקר. חמד רחאם אמד, בן ‭, ...</div>"	abbreviated
638	haretz19480101-01.1.4	1 January 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... על מכו־ ניות להכנס למגרש הרוסים ( מלבדהמכוניות של <b class=""highlightcolor"">בית החולים הממשלתי),</b> לסגור את דלתות בתי המשפט־ ב1 ורבע ...</div>"	spelled
639	haretz19480106-01.1.4	6 January 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... חיפה נצרת. כל ;פגיעים, בהט נהג אחת המכוניות, הובאו <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. מוכרים, כי היריות על האומובוםים ערבים ...</div>"	spelled
640	haretz19480116-01.1.7	16 January 1948	haretz	Page 7	"<div class=""txtsearchsnippet"">מקור ערבי מוסמך בירושלים הודיע אתמול לסופרנו כי <b class=""highlightcolor"">בית החולים הממשלתי</b> בבית צפפה נממר לערבימ. אתמול נודע, שהממשלה ...</div>"	spelled
641	haretz19480122-01.1.4	22 January 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... נורו ביריות אקדח. שני הערבים מתו וגופותיהם הועברו־ ל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> הפולני הועבר גם הוא לבית־החולים הממשלתי כשהוא פצוע ...</div>"	maqaf
642	haretz19480123-01.1.8	23 January 1948	haretz	Page 8	"<div class=""txtsearchsnippet"">... בביה""ח הממשלתי בחיטה. נמצאה גוויה ערופה בחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה מוגחת זה כמה ימים גוויה בלי ...</div>"	spelled
643	haretz19480205-01.1.3	5 February 1948	haretz	Page 3	"<div class=""txtsearchsnippet"">... בינתיים מונחת הגופה זה היום ה־6 בחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי.</b> רכילות לעתליט מרכז ""לאסירינו"" מודיע: חבילות למחנה ...</div>"	spelled
644	haretz19480206-01.1.8	6 February 1948	haretz	Page 8	"<div class=""txtsearchsnippet"">... הגופה נמצאת ליד ר&amp;ה־ הדר הגוויה הועברה לחדר־המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בפרדס כ""ץ. מסיבות מותו הטראגי של לוי ...</div>"	spelled
645	haretz19480209-01.1.3	9 February 1948	haretz	Page 3	"<div class=""txtsearchsnippet"">... רוטשילד, בית החולים בורוכוב, מרכז הצי לב האדום בחיפה, <b class=""highlightcolor"">בית החולים הממשלתי</b> ובית החולים הערבי •אל אמץ"". אחרי הצהרים ...</div>"	abbreviated,spelled
646	haretz19480212-01.1.1	12 February 1948	haretz	Page 1	"<div class=""txtsearchsnippet"">... שאר ההתקפות הערביות המאורגנות, עובדה תכנית צבאית מסודרת: מאגף <b class=""highlightcolor"">בית החולים הממשלתי</b> והכנסיה הסקוטית ניתנה אש חיפד למתקיפים מצד ...</div>"	spelled
647	haretz19480224-01.1.4	24 February 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... ביניהמ אשה אחת, ו־9 ערבים נפצעו. כולם •הועברו לש <b class=""highlightcolor"">בית החולים הממשלתי</b> בעזה.</div>"	spelled
648	haretz19480331-01.1.4	31 March 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... ביריות אתמול אחר־ הצהרים בעמדה ליד מכוניתה סמוך לבנין <b class=""highlightcolor"">בית־החולים הממשלתי</b> בבית־צפפה, הכפר הערבי דרומית לירושלי* הערבים סוענים כי ...</div>"	maqaf
649	haretz19480402-01.1.3	2 April 1948	haretz	Page 3	"<div class=""txtsearchsnippet"">... עירית תל• אביב והמועצות י המקומיות נעשות המוח להעברת <b class=""highlightcolor"">בית החולים הממשלתי</b> *הירקון' לרשות העיריה והמועצות המקומיות. *עתון העתונאיפ"" ...</div>"	spelled
650	haretz19480408-01.1.1	8 April 1948	haretz	Page 1	"<div class=""txtsearchsnippet"">... ה ד (סי""צ). לאחר ש־‭! 1, 500 ‬ עובדי <b class=""highlightcolor"">בית החולים הממשלתי</b> המרכז' ב־ קאסר־אל־עיני פתחו היום בשביתה, הובאה ...</div>"	spelled
651	haretz19480426-01.1.4	26 April 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... האדום, והאגדה המדיצינית האמריקאית. נודע כי המינים הם: בנין <b class=""highlightcolor"">בית החולים הממשלתי</b> במגרש הרוסים, הבנין ליולדות . שהיה פעם ...</div>"	spelled
652	haretz19480427-01.1.4	27 April 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... ההרוגים וכן גופת ההרוג מאתמול הועברו לתדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. אתמול אחה-צ הועברו שתי הגוויות על ...</div>"	spelled
653	haretz19480428-01.1.4	28 April 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... מקלין מנהל משרד הבריאות הממשלתי וד""ר חמזי , מגהל <b class=""highlightcolor"">בית החולים הממשלתי,</b> הודיע ד''ר קצנלסון על החלסת המוסדות להבטיח ...</div>"	spelled
654	haretz19480503-01.1.3	3 May 1948	haretz	Page 3	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> נחיפד, הועבר אתמול לרשות עירית חיפה וישמש ...</div>"	spelled
655	haretz19480504-01.1.4	4 May 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... ביקר בחיפה ודן עם העיריה והשלטונות בדבר גורלו של <b class=""highlightcolor"">בית החולים הממשלתי</b> העומד להיות מועבר לעירית חיפה. הועד הלאומי ...</div>"	spelled
656	haretz19480507-01.1.7	7 May 1948	haretz	Page 7	"<div class=""txtsearchsnippet"">... חיפה, מר שבתאי לוי, פנה לכל העובדים הערבים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> ולעובדי מחלקת רישום־הקרקעות, שישובו לעבודתם וכי הוא אחראי ...</div>"	maqaf
657	haretz19480518-01.1.3	18 May 1948	haretz	Page 3	"<div class=""txtsearchsnippet"">... זריקות לישוב העח בי ע""י מחלקת הבריאות הממשלתיח־ ב <b class=""highlightcolor"">בית־החולים הממשלתי</b> ובמקומות שודמ בעיר. תורנוה בתי־מרקהה הלילה — מת־מרקחת ...</div>"	maqaf
658	haretz19480611-01.1.4	11 June 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... ע רביים שנשארו - במקום — ושוב בפיקוח. 1 <b class=""highlightcolor"">בית החולים הממשלתי</b> לשעבר והצר • פתישמש־ י את חולי ...</div>"	spelled
659	haretz19480827-01.1.4	27 August 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">מדינת 1 שואל <b class=""highlightcolor"">בית החולים הממשלתי</b> חיםח בית הספד לאחיות פית ההוליפ הממשלתי ...</div>"	spelled
660	haretz19480928-01.1.3	28 September 1948	haretz	Page 3	"<div class=""txtsearchsnippet"">בג'בליה (יפו) רח' בי מס. ‭12—141‬ ליד <b class=""highlightcolor"">בית־החולים הממשלתי.</b> האוסובוס (של דרום יהודה) לג'בליה יוצא מהתחנה המרכזית ...</div>"	maqaf
661	haretz19481029-01.1.5	29 October 1948	haretz	Page 5	"<div class=""txtsearchsnippet"">... ה־ מחלקה לתרבות של הועד הלאומי, בבית הספר מול <b class=""highlightcolor"">בית החולים הממשלתי,</b> בהשתתפות :משה ראם, חנה זמיר. צדוק קוגל.</div>"	spelled
662	haretz19481105-01.1.5	5 November 1948	haretz	Page 5	"<div class=""txtsearchsnippet"">... המחלקה לתרבות של היעהיל: ־‭530‬ בב""ה""ס בג'בליד. (ימו"" סול <b class=""highlightcolor"">ביה""ח הממשלתי)</b> מטיבה עם פ. רפפודס (עינה ושירה בצבור). ככתי-הכנפת ...</div>"	abbreviated
663	haretz19481121-01.1.4	21 November 1948	haretz	Page 4	"<div class=""txtsearchsnippet"">... חו־ לים ""הדסה"" (מיסיון) ברחוב הנביאים ?ירושלי* הועברו *ובדי <b class=""highlightcolor"">ביה""ח הממשלתי</b> לשעבר 38 עובדים שבבית החולים הממשלתי לשעבר הוצאו ...</div>"	abbreviated
664	haretz19481126-01.1.5	26 November 1948	haretz	Page 5	"<div class=""txtsearchsnippet"">... שבת־ ב3 א""היצ עט מרדכי דוס. בביה""ס בנ'יביליה (מול <b class=""highlightcolor"">ביה""ח הממשלתי)־</b> ב‭5. 30‬ מס־בת מיצ""ש ללומדימ בשעורי הערב: מ. ...</div>"	abbreviated
665	haretz19481220-01.1.3	20 December 1948	haretz	Page 3	"<div class=""txtsearchsnippet"">שעות חכיקור ככית חחולים חממשלתי הנהלת <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה מודיעה, שמיום א' הבא יהיו שעות־הביקור בבית ...</div>"	maqaf
666	hashaah19381112-01.1.2	12 November 1938	hashaah	Page 2	"<div class=""txtsearchsnippet"">... מאות פועלים העובדים בבני־ נים, בעיקר סהר הכרמל. הקמת <b class=""highlightcolor"">בית־ החולים הממשלתי</b> הגדול, שנמסרה לסולל בונה העסיקה 150—200 פועלים ...</div>"	spelled
667	hashaah19390704-01.1.1	4 July 1939	hashaah	Page 1	"<div class=""txtsearchsnippet"">... בקרבת המקום הניע מיד, ולקח שנים מן הפצועים אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> כעבור זמן מה באו למקום שוטרים ופתחו ...</div>"	spelled
668	hashaah19400304-01.1.3	4 March 1940	hashaah	Page 3	"<div class=""txtsearchsnippet"">... בתוצאה מזה נמנעו הסוחרים בתבואות מלשלוח חטה לסועודייה. — <b class=""highlightcolor"">בית החולים הממשלתי</b> הועבר מרבת עמון לבנין מתאים בכביש רבת ...</div>"	spelled
669	hashaah19400923-01.1.1	23 September 1940	hashaah	Page 1	"<div class=""txtsearchsnippet"">... ושוטר בריטי חש אל ההגה והסיע את האוטו אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> 13 מקרבנות ההפצצה לא נקברו מיד משום ...</div>"	spelled
670	hashaharerev19401227-01.1.1	27 December 1940	hashaharerev	Page 1	"<div class=""txtsearchsnippet"">... הפלאים ־המתרחשים רק לעתים רחוקות, נלקחו למחלקת היולדות של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. לשניהם גוסית שלמים ושום אבר אינו נעדר ...</div>"	maqaf
671	hayal19450110-01.1.2	10 January 1945	hayal	Page 2	"<div class=""txtsearchsnippet"">... של האגודה לעזרת הולי הרוח בבנו ברק, הועברו אל <b class=""highlightcolor"">בית החולים הממשלתי,</b> הנמצא בשטח ההפקר בין יפו ובת־ים. בית ...</div>"	spelled
672	hayomjlm19480119-01.1.3	19 January 1948	hayomjlm	Page 3	"<div class=""txtsearchsnippet"">... או גינוי על הרצח השפל של ד״ר להרס, מנהל <b class=""highlightcolor"">בית החולים הממשלתי</b> בבית־צפפה, בשעת עבודתו, היא מצאה לנכון לפרסם ...</div>"	spelled
673	hayomjlm19480226-01.1.4	26 February 1948	hayomjlm	Page 4	"<div class=""txtsearchsnippet"">... יד הקברות המושלימי. הגוויה הובאה על ידי המשטרה אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> •אתמול בשער, 5 אחה״צ נורה ונהרג ע״י ...</div>"	spelled
674	hayomjlm19480304-01.1.4	4 March 1948	hayomjlm	Page 4	"<div class=""txtsearchsnippet"">... מפקדי כנופיות ערבים שהיו פעילים באותו בנין. אמבולנסים של <b class=""highlightcolor"">בית החולים הממשלתי</b> ושל הצלב האדום, חשו למקום והעבירו את ...</div>"	spelled
675	hayomjlm19480321-01.1.2	21 March 1948	hayomjlm	Page 2	"<div class=""txtsearchsnippet"">... את נשקו של שוטר ערבי שעמד על המשמר לפני <b class=""highlightcolor"">בית החולים הממשלתי■</b></div>"	spelled
676	hayomjlm19480419-01.1.2	19 April 1948	hayomjlm	Page 2	"<div class=""txtsearchsnippet"">... בפיקוח הצלב האדום. היהודים מציעים כמו כן את העברת <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה לידי העיריה ומנהלים משא ומתן על ...</div>"	spelled
677	hayomjlm19480426-01.1.1	26 April 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">דגל הצלב האדום הונף אתמול מעל לחמשת הבניינים של <b class=""highlightcolor"">בית־החולים הממשלתי</b> (שבמגרש הרוסים) בירושלים. הנהלת בית־החולים נימסרה להסתדרות הרופאים ...</div>"	maqaf
